Player Last Name,Player Primary Position,Drill Title,Drill Start Time,Drill End Time,Session Start Time,Session End Time,Total Time,Total Distance,Distance Zone 4 (Absolute),Distance Zone 5 (Absolute),Distance Zone 6 (Absolute),HSR Per Minute (Absolute),Sprint Distance,Accelerations Per Min,Decelerations Per Min,Max Speed,Distance Per Min,Accelerations,Decelerations,HMLD Per Minute,HML Distance
Zoabi,,LSG 10vs10 (68*52m) Set 1,11:53:21,11:57:30,10:47:54,13:02:34,0:04:08,481,72,23,0,5.63,31,1.93,0.72,23.53,116.17,8,3,24.45,101
Zoabi,,LSG 10vs10 (68*52m) Set 2,11:58:53,12:03:17,10:47:54,13:02:34,0:04:24,422,36,5,0,1.08,6,0.91,0.45,23.12,95.86,4,2,12.67,56
Zoabi,,LSG 10vs10 (68*52m) Set 3,12:04:23,12:08:41,10:47:54,13:02:34,0:04:17,364,39,17,0,4.02,20,0.93,0.93,24,84.73,4,4,14.62,63
Zoabi,,LSG 10vs10 (68*52m) Set 4,12:09:55,12:14:07,10:47:54,13:02:34,0:04:11,376,30,5,0,1.27,5,1.19,0.71,22.73,89.62,5,3,13.25,56
Yehezkel,,Entire Session,10:54:27,12:30:38,10:47:54,13:02:34,1:36:09,5800,283,41,16,0.59,56,0.54,0.73,29.58,60.32,52,70,6.03,579
Yehezkel,,"Warm-up, Mobility",11:09:59,11:16:21,10:47:54,13:02:34,0:06:21,504,17,0,0,0,0,0.16,0.31,17.59,79.29,1,2,5.1,32
Yehezkel,,RONDO 5VS2 (7*7M),11:16:43,11:28:43,10:47:54,13:02:34,0:11:59,379,0,0,0,0,0,0.42,0.58,12.78,31.57,5,7,1.03,12
Yehezkel,,"Possession Game 8vs8+3J, 8 Mini Goals (32*48m), Set 1",11:33:21,11:36:22,10:47:54,13:02:34,0:03:00,345,44,5,0,1.69,5,1.33,2.32,21.24,114.51,4,7,22.84,69
Yehezkel,,"Possession Game 8vs8+3J, 8 Mini Goals (32*48m), Set 2",11:37:27,11:40:25,10:47:54,13:02:34,0:02:58,340,39,1,0,0.19,0,1.34,2.35,20.14,114.32,4,7,21.07,63
Yehezkel,,"Possession Game 8vs8+3J, 8 Mini Goals (32*48m), Set 3",11:41:29,11:44:33,10:47:54,13:02:34,0:03:04,285,21,0,0,0,0,1.3,2.28,19.06,92.79,4,7,13.4,41
Yehezkel,,"Possession Game 8vs8+3J, 8 Mini Goals (32*48m), Set 4",11:45:31,11:48:33,10:47:54,13:02:34,0:03:01,281,38,2,0,0.56,0,1.66,1.66,20.55,93.14,5,5,22.24,67
Yehezkel,,LSG 10vs10 (68*52m) Set 1,11:53:21,11:57:30,10:47:54,13:02:34,0:04:08,445,18,7,12,4.69,18,0.72,1.45,29.58,107.42,3,6,16.1,67
Yehezkel,,LSG 10vs10 (68*52m) Set 2,11:58:53,12:03:17,10:47:54,13:02:34,0:04:24,483,61,9,0,1.95,10,1.36,1.59,21.13,109.61,6,7,17.47,77
Yehezkel,,LSG 10vs10 (68*52m) Set 3,12:04:23,12:08:41,10:47:54,13:02:34,0:04:17,443,27,13,4,3.75,18,2.09,1.86,25.94,102.99,9,8,16.45,71
Yehezkel,,LSG 10vs10 (68*52m) Set 4,12:09:55,12:14:07,10:47:54,13:02:34,0:04:11,352,10,5,0,1.15,5,0.95,1.43,23.27,83.76,4,6,9.61,40
Shadi,,Entire Session,11:00:49,12:38:28,10:47:54,13:02:34,1:37:38,5459,410,37,0,0.38,32,0.57,0.62,23.78,55.92,56,61,7.07,691
Shadi,,"Warm-up, Mobility",11:09:59,11:16:21,10:47:54,13:02:34,0:06:21,520,24,0,0,0,0,0.16,0.31,18.34,81.74,1,2,4.54,29
Shadi,,RONDO 5VS2 (7*7M),11:16:43,11:28:43,10:47:54,13:02:34,0:11:59,483,0,0,0,0,0,1.08,0.67,13.91,40.27,13,8,2.69,32
Shadi,,"Possession Game 8vs8+3J, 8 Mini Goals (32*48m), Set 1",11:33:21,11:36:22,10:47:54,13:02:34,0:03:00,437,63,10,0,3.43,8,0.66,2.99,21.68,144.86,2,9,32.08,97
Shadi,,"Possession Game 8vs8+3J, 8 Mini Goals (32*48m), Set 2",11:37:27,11:40:25,10:47:54,13:02:34,0:02:58,348,32,0,0,0,0,1.68,2.35,18.76,116.72,5,7,21.57,64
Shadi,,"Possession Game 8vs8+3J, 8 Mini Goals (32*48m), Set 3",11:41:29,11:44:33,10:47:54,13:02:34,0:03:04,368,76,0,0,0,0,0.33,1.3,19.16,119.82,1,4,26.18,80
Shadi,,"Possession Game 8vs8+3J, 8 Mini Goals (32*48m), Set 4",11:45:31,11:48:33,10:47:54,13:02:34,0:03:01,382,65,3,0,0.95,0,0.66,2.65,21.3,126.54,2,8,29.49,89
Shadi,,LSG 10vs10 (68*52m) Set 1,11:53:21,11:57:30,10:47:54,13:02:34,0:04:08,434,41,2,0,0.43,0,1.93,1.69,22.82,104.67,8,7,15.63,65
Shadi,,LSG 10vs10 (68*52m) Set 2,11:58:53,12:03:17,10:47:54,13:02:34,0:04:24,431,23,9,0,1.95,10,2.04,1.82,23.72,97.72,9,8,17.55,77
Shadi,,LSG 10vs10 (68*52m) Set 3,12:04:23,12:08:41,10:47:54,13:02:34,0:04:17,452,57,0,0,0,0,1.16,0.93,19.51,105.19,5,4,19.14,82
Shadi,,LSG 10vs10 (68*52m) Set 4,12:09:55,12:14:07,10:47:54,13:02:34,0:04:11,403,28,14,0,3.3,15,0.95,0.71,23.78,95.98,4,3,15.36,64
