Session,Day,Turnover,Player_Name,Drill,Duration,Relative_distance,Z4_relative_distance,Z5_relative_distance,Z6_relative_distance,Relative_HSD,Relative_sprint_distance,Relative_accelerations,Relative_decelerations,Max_speed
2,MD-3,6,Yehezkel,Tactical 11vs11,4.1,460,73,16,0,3.83,22,0.97,0.72,23.0
2,MD-3,6,Rahamim,Possession Game 9vs6,3.0,389,61,8,0,2.81,9,1.01,4.03,23.49
2,MD-3,6,Rahamim,Possession Game 9vs6,3.0,363,37,0,0,0.0,0,3.33,4.33,19.3
2,MD-3,6,Rahamim,Possession Game 9vs6,3.0,408,73,4,0,1.29,8,1.97,4.27,20.62
2,MD-3,6,Rahamim,Possession Game 9vs6,3.0,357,38,0,0,0.0,0,1.66,2.98,19.63
2,MD-3,6,Rahamim,Tactical 11vs11,4.3,484,72,13,0,3.0,15,1.39,0.46,22.99
2,MD-3,6,Rahamim,Tactical 11vs11,4.0,524,123,37,5,10.61,39,1.24,1.99,27.13
2,MD-3,6,Rahamim,Tactical 11vs11,3.8,496,117,55,0,14.5,70,1.31,1.84,24.38
2,MD-3,6,Rahamim,Tactical 11vs11,4.0,468,107,47,11,14.49,53,1.51,2.02,27.08
2,MD-3,6,Rahamim,Tactical 11vs11,4.1,478,69,0,0,0.0,0,0.0,0.0,19.65
2,MD-3,6,Grechkin,Possession Game 9vs6,3.0,401,47,0,0,0.0,0,1.01,1.68,17.85
2,MD-3,6,Grechkin,Possession Game 9vs6,3.0,243,0,0,0,0.0,0,2.33,1.0,14.58
2,MD-3,6,Grechkin,Possession Game 9vs6,3.0,405,61,6,0,1.93,6,1.32,2.3,23.77
2,MD-3,6,Grechkin,Possession Game 9vs6,3.0,229,0,0,0,0.0,0,1.66,0.99,14.2
2,MD-3,6,Grechkin,Tactical 11vs11,4.3,452,48,18,1,4.61,20,1.39,0.93,25.6
2,MD-3,6,Grechkin,Tactical 11vs11,4.0,429,61,50,45,23.54,92,1.49,1.49,32.45
2,MD-3,6,Grechkin,Tactical 11vs11,3.8,320,13,0,0,0.0,0,1.05,0.26,17.56
2,MD-3,6,Dahan,Possession Game 9vs6,3.0,289,6,0,0,0.0,0,3.62,1.64,17.29
2,MD-3,6,Dahan,Possession Game 9vs6,3.0,389,56,19,7,8.73,23,1.66,2.65,27.2
2,MD-3,6,Dahan,Possession Game 9vs6,3.0,246,16,4,0,1.39,0,2.36,1.69,22.46
2,MD-3,6,Dahan,Possession Game 9vs6,3.0,331,46,11,0,3.5,10,2.33,3.33,23.05
2,MD-3,6,Dahan,Tactical 11vs11,4.3,424,42,52,13,15.14,65,1.85,1.62,27.63
2,MD-3,6,Dahan,Tactical 11vs11,4.0,349,37,21,9,7.4,34,1.0,1.24,27.47
2,MD-3,6,Dahan,Tactical 11vs11,3.8,364,41,16,0,4.26,15,0.53,1.31,23.37
2,MD-3,6,Dahan,Tactical 11vs11,4.0,277,32,8,1,2.19,7,1.51,1.51,25.63
2,MD-3,6,Dahan,Tactical 11vs11,4.1,417,42,37,23,14.48,66,0.97,1.21,32.59
2,MD-3,6,Elmishli,Possession Game 9vs6,3.0,417,40,0,0,0.0,0,1.68,2.35,17.57
2,MD-3,6,Elmishli,Possession Game 9vs6,3.0,445,103,2,0,0.57,0,0.33,3.0,21.32
2,MD-3,6,Elmishli,Possession Game 9vs6,3.0,412,38,1,0,0.38,0,0.67,3.04,20.51
2,MD-3,6,Elmishli,Possession Game 9vs6,3.0,427,42,13,0,4.27,12,0.67,2.99,24.85
2,MD-3,6,Elmishli,Tactical 11vs11,4.3,364,30,11,13,5.49,24,1.16,0.7,28.73
2,MD-3,6,Elmishli,Tactical 11vs11,4.0,305,37,16,0,3.99,19,1.24,1.24,25.16
2,MD-3,6,Elmishli,Tactical 11vs11,3.8,309,35,18,18,9.3,37,1.05,0.53,30.06
2,MD-3,6,Elmishli,Tactical 11vs11,4.0,284,24,32,0,7.98,37,0.25,0.25,24.35
2,MD-3,6,Elmishli,Tactical 11vs11,4.1,385,45,0,0,0.0,0,0.48,0.48,17.67
3,MD-2,6,Baco,Warm-up,4.0,378,23,0,0,0.0,0,0.75,0.0,17.98
3,MD-2,6,Baco,Warm-up,4.0,412,8,0,0,0.0,0,0.0,0.0,15.94
3,MD-2,6,Baco,"Split - Defense, Technical-Tactical Line of 4",10.0,622,54,10,0,0.98,12,0.4,0.2,21.85
3,MD-2,6,Baco,"Split - Defense, Technical-Tactical Line of 4",4.0,299,30,0,0,0.0,0,0.75,1.0,18.63
3,MD-2,6,Baco,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.8,271,15,11,0,4.1,12,1.8,1.44,23.14
3,MD-2,6,Baco,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.4,244,47,11,0,4.52,11,1.26,2.09,21.22
3,MD-2,6,Glazer,Warm-up,4.0,379,39,0,0,0.0,0,2.76,0.5,19.05
3,MD-2,6,Glazer,Warm-up,4.0,415,25,2,0,0.42,0,1.5,0.0,20.35
3,MD-2,6,Glazer,"Split - Defense, Technical-Tactical Line of 4",10.0,631,107,22,0,2.24,22,1.3,0.5,22.3
3,MD-2,6,Glazer,"Split - Defense, Technical-Tactical Line of 4",4.0,414,32,0,0,0.0,0,2.5,1.25,18.23
3,MD-2,6,Glazer,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.8,229,9,0,0,0.0,0,2.16,0.72,18.04
3,MD-2,6,Glazer,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.4,220,31,1,0,0.46,0,1.68,0.42,19.85
3,MD-2,6,Glazer,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.5,387,80,28,0,10.93,31,1.58,2.37,23.06
3,MD-2,6,Glazer,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.6,428,136,33,0,12.59,34,1.15,1.91,23.58
3,MD-2,6,Yao,Warm-up,4.0,371,22,4,0,1.01,6,1.0,0.25,21.85
3,MD-2,6,Yao,Warm-up,4.0,380,17,0,0,0.0,0,1.74,0.0,17.39
3,MD-2,6,Yao,"Split - Defense, Technical-Tactical Line of 4",10.0,413,15,8,3,1.1,12,0.5,0.2,26.28
3,MD-2,6,Yao,"Split - Defense, Technical-Tactical Line of 4",4.0,332,48,11,0,2.84,16,0.75,1.0,22.05
3,MD-2,6,Yao,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.8,267,34,0,0,0.0,0,0.72,0.0,19.03
3,MD-2,6,Yao,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.4,204,35,4,0,1.67,6,1.26,0.84,21.49
3,MD-2,6,Agvadish,Warm-up,4.0,361,1,0,0,0.0,0,0.75,0.0,14.72
3,MD-2,6,Agvadish,Warm-up,4.0,399,0,0,0,0.0,0,1.25,0.0,14.24
3,MD-2,6,Agvadish,"Split - Defense, Technical-Tactical Line of 4",10.0,622,43,3,0,0.29,4,0.4,0.5,21.34
3,MD-2,6,Agvadish,"Split - Defense, Technical-Tactical Line of 4",4.0,372,53,6,0,1.56,4,2.5,1.0,21.51
3,MD-2,6,Agvadish,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.8,359,61,7,0,2.54,8,2.16,1.08,22.09
3,MD-2,6,Agvadish,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.4,309,44,7,0,3.07,7,0.84,1.68,21.07
3,MD-2,6,Agvadish,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.5,236,33,0,0,0.0,0,1.97,1.97,18.06
3,MD-2,6,Agvadish,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.6,311,46,3,0,1.09,10,1.53,2.29,21.23
3,MD-2,6,Maliach,Warm-up,4.0,359,14,0,0,0.0,0,1.0,0.0,16.82
3,MD-2,6,Maliach,Warm-up,4.0,334,8,0,0,0.0,0,0.75,0.0,16.24
3,MD-2,6,Maliach,"Split - Defense, Technical-Tactical Line of 4",10.0,579,99,3,0,0.34,4,1.0,0.8,22.04
3,MD-2,6,Maliach,"Split - Defense, Technical-Tactical Line of 4",4.0,393,99,2,0,0.42,0,1.75,0.75,20.54
3,MD-2,6,Eshata,Warm-up,4.0,372,0,0,0,0.0,0,1.25,0.0,14.47
3,MD-2,6,Eshata,Warm-up,4.0,439,40,0,0,0.0,0,1.74,0.5,18.97
3,MD-2,6,Eshata,"Split - Offense, Finishing 4 Combination",3.7,157,8,6,0,1.58,7,0.27,0.0,22.15
3,MD-2,6,Eshata,"Split - Offense, Finishing 4 Combination",3.0,189,11,8,0,2.81,8,1.33,0.67,23.22
3,MD-2,6,Eshata,"Split - Offense, Finishing 4 Combination",3.3,286,42,16,0,4.96,27,0.91,0.3,23.91
3,MD-2,6,Eshata,"Split - Offense, Finishing 4 Combination",3.2,155,16,0,0,0.0,0,0.95,0.95,19.49
3,MD-2,6,Eshata,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.8,321,21,2,0,0.6,0,1.8,0.0,20.02
3,MD-2,6,Eshata,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.4,258,25,0,0,0.0,0,0.42,1.68,17.53
3,MD-2,6,Eshata,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.5,403,91,54,0,21.13,56,1.58,2.37,24.7
3,MD-2,6,Eshata,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.6,374,58,14,8,8.52,20,1.91,1.91,26.26
3,MD-2,6,Altman,Warm-up,4.0,463,109,0,0,0.0,0,1.25,0.25,18.52
3,MD-2,6,Altman,Warm-up,4.0,512,92,0,0,0.0,0,2.74,0.0,19.72
3,MD-2,6,Altman,"Split - Offense, Finishing 4 Combination",3.7,141,22,0,0,0.0,0,0.54,0.0,19.76
3,MD-2,6,Altman,"Split - Offense, Finishing 4 Combination",3.0,316,55,3,0,1.13,7,0.67,0.0,20.75
3,MD-2,6,Altman,"Split - Offense, Finishing 4 Combination",3.3,188,16,2,0,0.68,5,1.21,0.0,21.28
3,MD-2,6,Altman,"Split - Offense, Finishing 4 Combination",3.2,167,21,3,0,0.89,12,0.32,0.0,20.35
3,MD-2,6,Biton,Warm-up,4.0,395,68,0,0,0.0,0,0.75,0.25,17.75
3,MD-2,6,Biton,Warm-up,4.0,401,60,0,0,0.0,0,1.25,0.0,18.52
3,MD-2,6,Biton,"Split - Offense, Finishing 4 Combination",3.7,124,17,5,0,1.25,4,0.54,0.54,21.84
3,MD-2,6,Biton,"Split - Offense, Finishing 4 Combination",3.0,283,31,24,22,15.36,44,0.67,0.67,31.91
3,MD-2,6,Biton,"Split - Offense, Finishing 4 Combination",3.3,162,17,1,0,0.18,0,1.51,0.6,21.02
3,MD-2,6,Biton,"Split - Offense, Finishing 4 Combination",3.2,150,8,11,4,4.57,17,0.63,0.32,28.32
3,MD-2,6,Biton,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.8,244,11,0,0,0.0,0,0.36,0.72,17.86
3,MD-2,6,Biton,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.4,218,28,0,0,0.0,0,1.26,0.0,18.52
3,MD-2,6,Biton,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.5,379,60,34,20,21.29,56,1.18,0.79,28.43
3,MD-2,6,Biton,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.6,410,86,23,21,16.64,45,2.29,1.91,29.96
3,MD-2,6,Beni,Warm-up,4.0,404,22,5,0,1.15,6,1.25,0.0,21.42
3,MD-2,6,Beni,Warm-up,4.0,387,11,0,0,0.0,0,1.5,0.0,15.93
3,MD-2,6,Beni,"Split - Offense, Finishing 4 Combination",3.7,112,6,0,0,0.0,0,0.81,0.0,17.9
3,MD-2,6,Beni,"Split - Offense, Finishing 4 Combination",3.0,271,30,40,1,13.91,47,1.0,0.33,25.64
3,MD-2,6,Beni,"Split - Offense, Finishing 4 Combination",3.3,182,8,1,0,0.34,0,1.21,0.0,20.02
3,MD-2,6,Beni,"Split - Offense, Finishing 4 Combination",3.2,187,23,17,0,5.45,18,0.63,0.0,25.18
3,MD-2,6,Beni,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.8,373,81,21,0,7.51,21,3.24,1.08,24.27
3,MD-2,6,Beni,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.4,334,79,19,0,7.88,18,1.26,0.42,24.67
3,MD-2,6,Beni,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.5,281,56,3,0,1.1,0,1.18,1.18,20.4
3,MD-2,6,Beni,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.6,311,54,1,0,0.22,0,1.91,1.15,20.46
3,MD-2,6,Don,Warm-up,4.0,389,39,0,0,0.0,0,2.01,0.5,19.6
3,MD-2,6,Don,Warm-up,4.0,356,23,0,0,0.0,0,1.0,0.0,18.88
3,MD-2,6,Don,"Split - Offense, Finishing 4 Combination",3.7,116,7,0,0,0.0,0,0.54,0.27,18.74
3,MD-2,6,Don,"Split - Offense, Finishing 4 Combination",3.0,207,25,16,1,5.73,22,1.0,0.33,25.28
3,MD-2,6,Don,"Split - Offense, Finishing 4 Combination",3.3,156,1,0,0,0.0,0,1.21,0.0,15.14
3,MD-2,6,Don,"Split - Offense, Finishing 4 Combination",3.2,143,7,10,0,3.08,11,0.32,0.32,24.2
3,MD-2,6,Don,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.8,352,72,6,0,2.31,9,1.8,3.24,23.16
3,MD-2,6,Don,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.4,318,36,19,0,8.01,21,0.0,0.42,24.0
3,MD-2,6,Don,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.5,384,69,17,15,12.63,31,1.18,1.97,30.28
3,MD-2,6,Don,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.6,422,108,43,0,16.38,49,1.15,2.68,24.43
3,MD-2,6,Zada,Warm-up,4.0,416,29,5,0,1.35,6,1.0,0.25,23.99
3,MD-2,6,Zada,Warm-up,4.0,433,52,0,0,0.0,0,1.25,0.0,18.79
3,MD-2,6,Zada,"Split - Offense, Finishing 4 Combination",3.7,349,66,27,0,7.4,25,0.81,0.54,24.78
3,MD-2,6,Zada,"Split - Offense, Finishing 4 Combination",3.0,208,37,4,0,1.18,10,2.34,0.67,21.99
3,MD-2,6,Zada,"Split - Offense, Finishing 4 Combination",3.3,236,36,23,7,9.18,32,0.91,0.6,27.34
3,MD-2,6,Zada,"Split - Offense, Finishing 4 Combination",3.2,158,6,0,0,0.0,0,0.95,0.32,17.43
3,MD-2,6,Zada,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.6,198,10,0,0,0.0,0,1.53,1.53,18.54
3,MD-2,6,Kasa,Warm-up,4.0,432,43,0,0,0.0,0,2.26,0.25,17.33
3,MD-2,6,Kasa,Warm-up,4.0,438,31,0,0,0.0,0,1.99,0.25,17.5
3,MD-2,6,Kasa,"Split - Offense, Finishing 4 Combination",3.7,240,21,0,0,0.0,0,1.35,0.0,18.52
3,MD-2,6,Kasa,"Split - Offense, Finishing 4 Combination",3.0,191,11,8,0,2.55,8,1.0,0.33,22.07
3,MD-2,6,Kasa,"Split - Offense, Finishing 4 Combination",3.3,199,9,2,0,0.51,0,0.3,0.6,20.91
3,MD-2,6,Kasa,"Split - Offense, Finishing 4 Combination",3.2,318,34,33,6,12.35,39,1.58,0.63,26.85
3,MD-2,6,Kasa,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.8,477,123,45,1,16.57,54,1.08,0.72,25.45
3,MD-2,6,Kasa,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.4,359,71,25,0,10.51,33,0.84,1.68,22.69
3,MD-2,6,Kasa,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.5,288,19,0,0,0.0,0,0.0,0.39,17.93
3,MD-2,6,Kasa,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.6,362,66,0,0,0.0,0,0.38,1.53,18.26
3,MD-2,6,Zoabi,Warm-up,4.0,365,3,0,0,0.0,0,0.5,0.25,15.91
3,MD-2,6,Zoabi,Warm-up,4.0,394,0,0,0,0.0,0,1.0,0.0,14.7
3,MD-2,6,Zoabi,"Split - Offense, Finishing 4 Combination",3.7,376,74,10,0,2.63,16,0.27,0.27,21.63
3,MD-2,6,Zoabi,"Split - Offense, Finishing 4 Combination",3.0,147,9,0,0,0.0,0,0.67,1.0,17.1
3,MD-2,6,Zoabi,"Split - Offense, Finishing 4 Combination",3.3,178,6,8,9,4.99,17,0.3,0.0,27.15
3,MD-2,6,Zoabi,"Split - Offense, Finishing 4 Combination",3.2,194,9,9,0,2.78,5,1.58,0.63,22.15
3,MD-2,6,Zoabi,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.8,299,21,0,0,0.0,0,1.44,1.44,18.85
3,MD-2,6,Zoabi,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.4,261,33,6,0,2.43,12,0.84,0.42,22.11
3,MD-2,6,Zoabi,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.5,400,46,48,36,33.17,90,1.97,0.0,28.51
3,MD-2,6,Zoabi,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.6,10,0,0,0,0.0,0,0.0,0.0,5.28
3,MD-2,6,Hamani,Warm-up,4.0,446,35,0,0,0.0,0,0.75,0.25,17.52
3,MD-2,6,Hamani,Warm-up,4.0,443,21,0,0,0.0,0,1.5,0.0,17.88
3,MD-2,6,Hamani,"Split - Defense, Technical-Tactical Line of 4",10.0,779,132,18,0,1.8,29,0.6,0.1,22.91
3,MD-2,6,Hamani,"Split - Defense, Technical-Tactical Line of 4",4.0,386,33,0,0,0.0,0,3.0,1.0,18.67
3,MD-2,6,Hamani,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.8,422,92,28,4,11.5,32,2.88,2.16,26.62
3,MD-2,6,Hamani,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.4,393,126,4,0,1.66,8,0.84,2.51,20.97
3,MD-2,6,Hamani,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.5,283,40,0,0,0.0,0,1.97,2.37,19.48
3,MD-2,6,Hamani,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.6,329,66,3,0,1.33,4,2.29,2.29,22.34
3,MD-2,6,Yehezkel,Warm-up,4.0,378,50,0,0,0.0,0,1.51,0.25,18.8
3,MD-2,6,Yehezkel,Warm-up,4.0,430,90,0,0,0.0,0,2.74,0.0,19.26
3,MD-2,6,Yehezkel,"Split - Defense, Technical-Tactical Line of 4",10.0,675,84,24,0,2.4,25,0.7,0.6,23.45
3,MD-2,6,Yehezkel,"Split - Defense, Technical-Tactical Line of 4",4.0,369,30,0,0,0.0,0,2.5,1.5,19.0
3,MD-2,6,Yehezkel,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.8,383,71,30,0,10.66,27,1.8,1.8,24.86
3,MD-2,6,Yehezkel,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.4,0,0,0,0,0.0,0,0.0,0.0,2.53
3,MD-2,6,Yehezkel,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.5,322,52,10,0,4.02,12,1.58,1.18,24.17
3,MD-2,6,Yehezkel,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.6,337,85,20,1,8.1,22,1.91,1.91,26.08
3,MD-2,6,Rahamim,Warm-up,4.0,442,42,0,0,0.0,0,1.25,0.0,17.85
3,MD-2,6,Rahamim,Warm-up,4.0,459,12,0,0,0.0,0,1.74,0.25,15.27
3,MD-2,6,Rahamim,"Split - Defense, Technical-Tactical Line of 4",10.0,551,59,0,0,0.0,0,0.3,0.7,18.7
3,MD-2,6,Rahamim,"Split - Defense, Technical-Tactical Line of 4",4.0,221,0,0,0,0.0,0,1.0,0.0,12.66
3,MD-2,6,Rahamim,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.8,421,91,17,1,6.44,15,2.52,2.88,25.86
3,MD-2,6,Rahamim,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.4,375,76,29,1,12.33,31,1.68,1.26,26.21
3,MD-2,6,Rahamim,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.5,271,20,13,0,5.03,12,2.76,0.39,22.93
3,MD-2,6,Rahamim,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.6,318,52,1,0,0.44,0,3.44,2.68,21.48
3,MD-2,6,Grechkin,Warm-up,4.0,407,16,0,0,0.0,0,1.0,0.0,16.35
3,MD-2,6,Grechkin,Warm-up,4.0,422,22,0,0,0.0,0,0.75,0.0,18.08
3,MD-2,6,Grechkin,"Split - Defense, Technical-Tactical Line of 4",10.0,298,0,0,0,0.0,0,0.2,0.1,13.47
3,MD-2,6,Grechkin,"Split - Defense, Technical-Tactical Line of 4",4.0,324,131,4,0,0.98,0,0.5,0.75,20.45
3,MD-2,6,Grechkin,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.8,308,50,2,0,0.82,0,1.44,1.08,21.99
3,MD-2,6,Grechkin,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.4,254,35,0,0,0.0,0,1.26,1.26,18.91
3,MD-2,6,Grechkin,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.5,313,60,16,0,6.19,23,0.79,1.97,22.33
3,MD-2,6,Grechkin,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.6,388,71,2,0,0.85,0,0.0,0.38,20.52
3,MD-2,6,Dahan,Warm-up,4.0,370,18,13,0,3.38,14,2.76,1.25,23.53
3,MD-2,6,Dahan,Warm-up,4.0,428,63,1,0,0.28,0,2.74,0.5,20.65
3,MD-2,6,Dahan,"Split - Offense, Finishing 4 Combination",3.7,180,12,8,1,2.22,10,0.81,1.08,25.3
3,MD-2,6,Dahan,"Split - Offense, Finishing 4 Combination",3.0,259,44,25,3,9.24,30,1.33,1.33,27.37
3,MD-2,6,Dahan,"Split - Offense, Finishing 4 Combination",3.3,229,39,3,0,0.89,0,2.12,1.21,22.23
3,MD-2,6,Dahan,"Split - Offense, Finishing 4 Combination",3.2,337,43,53,3,17.82,64,1.27,0.32,25.93
3,MD-2,6,Dahan,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.8,213,1,0,0,0.0,0,0.72,0.72,14.68
3,MD-2,6,Dahan,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.4,226,24,2,0,0.71,0,1.68,0.42,21.07
3,MD-2,6,Dahan,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.5,18,0,0,0,0.0,0,0.0,0.0,8.16
3,MD-2,6,Dahan,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.6,425,83,56,26,31.27,88,1.53,2.29,30.03
3,MD-2,6,Elmishli,Warm-up,4.0,408,22,2,0,0.58,0,1.0,0.25,21.07
3,MD-2,6,Elmishli,Warm-up,4.0,434,25,0,0,0.0,0,0.75,0.0,16.91
3,MD-2,6,Elmishli,"Split - Offense, Finishing 4 Combination",3.7,207,17,12,0,3.22,13,0.27,0.27,25.0
3,MD-2,6,Elmishli,"Split - Offense, Finishing 4 Combination",3.0,132,10,1,0,0.18,0,0.67,0.0,19.85
3,MD-2,6,Elmishli,"Split - Offense, Finishing 4 Combination",3.3,259,58,11,0,3.29,19,0.91,0.0,21.9
3,MD-2,6,Elmishli,"Split - Offense, Finishing 4 Combination",3.2,160,6,1,0,0.17,0,0.63,0.32,19.82
3,MD-2,6,Elmishli,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.8,209,10,0,0,0.0,0,2.16,1.08,16.93
3,MD-2,6,Elmishli,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.4,172,9,1,0,0.23,0,1.68,1.26,20.08
3,MD-2,6,Elmishli,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.5,335,52,22,0,8.55,25,1.97,2.37,23.21
3,MD-2,6,Elmishli,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.6,384,105,9,0,3.4,12,1.15,1.91,23.28
3,MD-2,6,Kogu,Warm-up,4.0,314,24,0,0,0.0,0,2.76,1.0,17.85
3,MD-2,6,Kogu,Warm-up,4.0,387,33,0,0,0.0,0,2.24,0.0,17.99
3,MD-2,6,Kogu,"Split - Offense, Finishing 4 Combination",3.7,157,8,0,0,0.0,0,1.08,1.35,18.32
3,MD-2,6,Kogu,"Split - Offense, Finishing 4 Combination",3.0,119,10,1,0,0.38,0,1.0,0.67,20.63
3,MD-2,6,Kogu,"Split - Offense, Finishing 4 Combination",3.3,178,19,1,0,0.17,0,1.21,1.51,20.39
3,MD-2,6,Kogu,"Split - Offense, Finishing 4 Combination",3.2,280,30,30,1,9.92,33,1.27,0.32,25.73
3,MD-2,6,Kogu,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.4,360,88,7,0,3.11,11,3.35,2.51,21.76
3,MD-2,6,Kogu,"Tactical Possession Game, 10vs9 + 1GK (68*65m",2.5,292,23,7,0,2.82,8,1.18,0.79,22.73
4,MD-2,6,Baco,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,219,26,0,0,0.0,0,1.98,2.64,18.33
4,MD-2,6,Baco,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,137,5,0,0,0.0,0,3.31,3.31,16.8
4,MD-2,6,Baco,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,88,0,0,0,0.0,0,0.65,0.65,11.28
4,MD-2,6,Baco,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,212,11,0,0,0.0,0,1.33,3.33,16.27
4,MD-2,6,Baco,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,120,3,0,0,0.0,0,2.63,2.63,15.57
4,MD-2,6,Baco,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.6,89,0,0,0,0.0,0,0.63,1.26,12.86
4,MD-2,6,Baco,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,185,5,0,0,0.0,0,1.3,2.61,17.26
4,MD-2,6,Baco,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,88,0,0,0,0.0,0,0.66,1.31,12.63
4,MD-2,6,Baco,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,97,0,0,0,0.0,0,1.98,0.0,13.92
4,MD-2,6,Glazer,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,68,0,0,0,0.0,0,1.32,0.0,13.54
4,MD-2,6,Glazer,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,104,0,0,0,0.0,0,0.0,0.66,13.42
4,MD-2,6,Glazer,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,218,41,0,0,0.0,0,3.26,7.18,19.53
4,MD-2,6,Glazer,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,64,0,0,0,0.0,0,0.67,0.0,11.53
4,MD-2,6,Glazer,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,90,0,0,0,0.0,0,0.66,0.0,12.28
4,MD-2,6,Glazer,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.6,192,17,0,0,0.0,0,1.26,4.42,18.86
4,MD-2,6,Glazer,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,80,2,0,0,0.0,0,0.0,0.65,15.93
4,MD-2,6,Glazer,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,86,0,0,0,0.0,0,3.28,1.31,13.48
4,MD-2,6,Glazer,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,208,27,0,0,0.0,0,2.64,5.29,18.45
4,MD-2,6,Yao,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,76,1,0,0,0.0,0,1.32,0.66,15.24
4,MD-2,6,Yao,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,74,0,0,0,0.0,0,0.66,0.0,14.5
