Session,Day,Turnover,Player_Name,Drill,Duration,Relative_distance,Z4_relative_distance,Z5_relative_distance,Z6_relative_distance,Relative_HSD,Relative_sprint_distance,Relative_accelerations,Relative_decelerations,Max_speed
4,MD-2,6,Yao,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,168,11,0,0,0.0,0,4.57,7.83,19.79
4,MD-2,6,Yao,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,77,0,0,0,0.0,0,1.33,0.67,14.33
4,MD-2,6,Yao,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,90,2,0,0,0.0,0,3.29,1.31,16.25
4,MD-2,6,Yao,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.6,176,17,0,0,0.0,0,2.52,3.79,18.99
4,MD-2,6,Yao,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,80,0,0,0,0.0,0,0.65,0.65,15.12
4,MD-2,6,Yao,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,138,3,0,0,0.0,0,0.66,0.66,15.65
4,MD-2,6,Yao,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,187,11,0,0,0.0,0,5.29,4.63,17.4
4,MD-2,6,Agvadish,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,93,1,0,0,0.0,0,1.32,0.0,15.15
4,MD-2,6,Agvadish,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,186,26,0,0,0.0,0,3.31,5.95,19.4
4,MD-2,6,Agvadish,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,128,9,0,0,0.0,0,1.96,2.61,19.18
4,MD-2,6,Agvadish,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,101,1,0,0,0.0,0,2.0,0.67,14.74
4,MD-2,6,Agvadish,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,176,32,2,0,1.09,0,3.29,5.91,20.1
4,MD-2,6,Agvadish,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.6,112,0,0,0,0.0,0,0.63,1.26,12.06
4,MD-2,6,Agvadish,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,98,0,0,0,0.0,0,1.3,0.65,12.06
4,MD-2,6,Agvadish,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,177,24,3,0,1.89,0,5.24,7.21,22.23
4,MD-2,6,Agvadish,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,99,0,0,0,0.0,0,1.32,3.3,13.41
4,MD-2,6,Eshata,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,185,13,0,0,0.0,0,3.3,3.3,17.8
4,MD-2,6,Eshata,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,90,0,0,0,0.0,0,3.97,3.97,13.38
4,MD-2,6,Eshata,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,129,0,0,0,0.0,0,1.31,0.0,12.54
4,MD-2,6,Eshata,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,187,13,0,0,0.0,0,2.66,4.0,18.41
4,MD-2,6,Eshata,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,75,0,0,0,0.0,0,3.29,1.97,14.34
4,MD-2,6,Eshata,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.6,126,0,0,0,0.0,0,1.26,0.63,12.79
4,MD-2,6,Eshata,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,171,5,0,0,0.0,0,3.91,4.57,18.11
4,MD-2,6,Eshata,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,94,1,0,0,0.0,0,0.66,0.66,16.23
4,MD-2,6,Eshata,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,139,0,0,0,0.0,0,0.0,0.66,12.7
4,MD-2,6,Biton,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,107,0,0,0,0.0,0,1.32,1.98,13.86
4,MD-2,6,Biton,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,169,2,0,0,0.0,0,0.0,3.31,15.43
4,MD-2,6,Biton,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,78,0,0,0,0.0,0,0.65,2.61,13.61
4,MD-2,6,Biton,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,103,0,0,0,0.0,0,0.0,0.0,11.06
4,MD-2,6,Biton,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,173,6,0,0,0.0,0,3.29,4.6,16.29
4,MD-2,6,Biton,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.6,52,0,0,0,0.0,0,0.0,0.0,9.07
4,MD-2,6,Biton,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,102,0,0,0,0.0,0,0.65,0.65,13.59
4,MD-2,6,Biton,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,191,6,0,0,0.0,0,1.97,4.59,17.74
4,MD-2,6,Biton,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,47,0,0,0,0.0,0,0.66,0.0,8.86
4,MD-2,6,Beni,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,98,0,0,0,0.0,0,0.0,0.66,11.31
4,MD-2,6,Beni,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,205,13,0,0,0.0,0,3.31,3.31,17.03
4,MD-2,6,Beni,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,101,0,0,0,0.0,0,1.96,0.65,12.59
4,MD-2,6,Beni,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,120,0,0,0,0.0,0,0.0,0.0,11.33
4,MD-2,6,Beni,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,217,21,0,0,0.0,0,1.97,3.94,18.56
4,MD-2,6,Beni,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.6,117,0,0,0,0.0,0,2.52,1.26,14.17
4,MD-2,6,Beni,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,130,1,0,0,0.0,0,1.3,0.65,15.85
4,MD-2,6,Beni,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,225,30,0,0,0.0,0,0.0,3.28,18.78
4,MD-2,6,Beni,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,102,0,0,0,0.0,0,3.96,3.3,12.49
4,MD-2,6,Don,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,79,0,0,0,0.0,0,1.32,0.0,10.97
4,MD-2,6,Don,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,139,1,0,0,0.0,0,2.65,3.31,14.88
4,MD-2,6,Don,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,200,11,0,0,0.0,0,0.65,1.96,17.46
4,MD-2,6,Don,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,82,1,0,0,0.0,0,1.33,0.0,15.67
4,MD-2,6,Don,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,127,0,0,0,0.0,0,0.66,1.97,14.97
4,MD-2,6,Don,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.6,168,4,0,0,0.0,0,2.52,2.52,16.75
4,MD-2,6,Don,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,95,1,0,0,0.0,0,0.65,0.65,14.94
4,MD-2,6,Don,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,150,0,0,0,0.0,0,0.0,1.31,13.28
4,MD-2,6,Don,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,182,13,0,0,0.0,0,3.3,5.29,18.94
4,MD-2,6,Zada,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,72,0,0,0,0.0,0,0.66,0.0,10.0
4,MD-2,6,Zada,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,75,0,0,0,0.0,0,0.66,1.32,14.2
4,MD-2,6,Zada,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,147,7,1,0,0.39,0,1.96,2.61,21.5
4,MD-2,6,Zada,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,93,0,0,0,0.0,0,1.33,0.0,12.4
4,MD-2,6,Zada,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,117,3,0,0,0.0,0,1.31,1.31,16.58
4,MD-2,6,Zada,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.6,178,17,2,0,1.45,4,0.0,4.42,21.0
4,MD-2,6,Zada,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,47,0,0,0,0.0,0,0.0,0.0,10.0
4,MD-2,6,Zada,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,104,0,0,0,0.0,0,0.0,0.0,9.89
4,MD-2,6,Zada,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,151,5,0,0,0.0,0,1.32,3.3,16.78
4,MD-2,6,Kasa,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,115,0,0,0,0.0,0,0.0,0.0,11.83
4,MD-2,6,Kasa,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,192,13,1,0,0.41,0,1.32,2.65,22.24
4,MD-2,6,Kasa,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,95,0,0,0,0.0,0,0.0,0.0,9.96
4,MD-2,6,Kasa,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,147,0,0,0,0.0,0,0.67,0.0,12.86
4,MD-2,6,Kasa,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,189,8,0,0,0.0,0,2.63,3.29,16.68
4,MD-2,6,Kasa,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.6,102,2,0,0,0.0,0,2.52,1.89,17.27
4,MD-2,6,Kasa,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,124,1,0,0,0.0,0,0.65,0.0,16.25
4,MD-2,6,Kasa,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,192,11,0,0,0.0,0,2.62,3.93,17.34
4,MD-2,6,Kasa,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,70,0,0,0,0.0,0,0.0,0.0,7.63
4,MD-2,6,Zoabi,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,189,8,0,0,0.0,0,2.64,3.3,16.8
4,MD-2,6,Zoabi,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,59,0,0,0,0.0,0,1.32,0.66,14.17
4,MD-2,6,Zoabi,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,136,0,0,0,0.0,0,1.31,0.0,15.74
4,MD-2,6,Zoabi,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,185,12,0,0,0.0,0,2.0,2.66,17.83
4,MD-2,6,Zoabi,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,75,0,0,0,0.0,0,1.31,0.0,11.17
4,MD-2,6,Zoabi,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.6,125,5,1,0,0.35,0,1.26,1.26,20.06
4,MD-2,6,Zoabi,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,149,4,0,0,0.0,0,1.96,1.96,16.74
4,MD-2,6,Zoabi,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,65,0,0,0,0.0,0,0.66,0.66,13.44
4,MD-2,6,Zoabi,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,113,4,0,0,0.0,0,1.98,1.32,18.09
4,MD-2,6,Hamani,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,138,0,0,0,0.0,0,4.63,1.98,13.46
4,MD-2,6,Hamani,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,210,18,0,0,0.0,0,1.98,5.95,18.61
4,MD-2,6,Hamani,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,118,0,0,0,0.0,0,4.57,0.65,15.44
4,MD-2,6,Hamani,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,117,0,0,0,0.0,0,3.33,2.66,13.48
4,MD-2,6,Hamani,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,210,16,0,0,0.0,0,1.31,3.29,16.73
4,MD-2,6,Hamani,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.6,106,0,0,0,0.0,0,0.63,0.63,14.04
4,MD-2,6,Hamani,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,114,0,0,0,0.0,0,3.26,2.61,13.39
4,MD-2,6,Hamani,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,198,6,0,0,0.0,0,1.31,3.93,16.68
4,MD-2,6,Hamani,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,113,0,0,0,0.0,0,1.98,0.66,13.36
4,MD-2,6,Yehezkel,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,74,0,0,0,0.0,0,1.32,0.66,15.7
4,MD-2,6,Yehezkel,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,118,0,0,0,0.0,0,0.66,1.32,13.08
4,MD-2,6,Yehezkel,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,173,16,0,0,0.0,0,3.92,4.57,18.68
4,MD-2,6,Yehezkel,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,73,0,0,0,0.0,0,0.67,0.67,12.02
4,MD-2,6,Yehezkel,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,110,0,0,0,0.0,0,0.66,2.63,14.92
4,MD-2,6,Yehezkel,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.6,170,7,0,0,0.0,0,1.26,4.42,17.8
4,MD-2,6,Yehezkel,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,96,0,0,0,0.0,0,2.61,0.0,13.05
4,MD-2,6,Yehezkel,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,110,0,0,0,0.0,0,0.66,1.31,13.11
4,MD-2,6,Yehezkel,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,182,11,0,0,0.0,0,2.64,7.93,17.82
4,MD-2,6,Rahamim,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,128,1,0,0,0.0,0,4.63,3.3,14.46
4,MD-2,6,Rahamim,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,177,4,0,0,0.0,0,1.98,4.63,17.39
4,MD-2,6,Rahamim,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,116,0,0,0,0.0,0,3.26,1.96,14.05
4,MD-2,6,Rahamim,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,132,1,0,0,0.0,0,5.33,4.0,14.84
4,MD-2,6,Rahamim,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,199,12,1,0,0.37,0,1.31,5.26,20.34
4,MD-2,6,Rahamim,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.6,103,1,0,0,0.0,0,1.89,0.63,16.9
4,MD-2,6,Rahamim,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,116,0,0,0,0.0,0,3.26,0.0,13.93
4,MD-2,6,Rahamim,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,187,5,0,0,0.0,0,0.0,3.28,16.99
4,MD-2,6,Rahamim,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,84,1,0,0,0.0,0,1.32,1.32,14.88
4,MD-2,6,Grechkin,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,179,7,0,0,0.0,0,1.98,1.32,18.09
4,MD-2,6,Grechkin,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,102,0,0,0,0.0,0,2.65,0.0,12.28
4,MD-2,6,Grechkin,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,100,0,0,0,0.0,0,3.26,1.31,12.0
4,MD-2,6,Grechkin,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,198,25,1,0,0.38,0,2.0,2.66,20.36
4,MD-2,6,Grechkin,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,98,0,0,0,0.0,0,2.63,1.31,14.03
4,MD-2,6,Grechkin,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.6,78,0,0,0,0.0,0,0.63,0.0,10.49
4,MD-2,6,Grechkin,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,168,3,0,0,0.0,0,0.65,1.96,18.0
4,MD-2,6,Grechkin,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,100,0,0,0,0.0,0,0.66,1.31,12.51
4,MD-2,6,Grechkin,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,117,0,0,0,0.0,0,2.64,2.64,13.94
4,MD-2,6,Dahan,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,104,1,0,0,0.0,0,1.98,2.64,14.59
4,MD-2,6,Dahan,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,164,1,0,0,0.0,0,3.31,1.32,15.24
4,MD-2,6,Dahan,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,209,40,3,0,1.84,0,1.31,6.53,20.73
4,MD-2,6,Dahan,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,79,0,0,0,0.0,0,1.33,2.0,13.86
4,MD-2,6,Dahan,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,144,7,0,0,0.0,0,2.63,1.31,17.85
4,MD-2,6,Dahan,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.6,177,7,0,0,0.0,0,1.89,2.52,17.41
4,MD-2,6,Dahan,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,102,1,0,0,0.0,0,2.61,1.96,15.14
4,MD-2,6,Dahan,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,114,1,0,0,0.0,0,3.28,1.31,14.85
4,MD-2,6,Dahan,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,185,11,0,0,0.0,0,1.98,3.3,19.26
4,MD-2,6,Elmishli,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,116,0,0,0,0.0,0,1.98,0.66,12.2
4,MD-2,6,Elmishli,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,209,10,0,0,0.0,0,1.32,5.29,18.95
4,MD-2,6,Elmishli,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,60,0,0,0,0.0,0,1.96,0.0,10.5
4,MD-2,6,Elmishli,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,123,0,0,0,0.0,0,1.33,1.33,12.26
4,MD-2,6,Elmishli,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,210,24,2,0,1.52,0,3.29,2.63,21.73
4,MD-2,6,Elmishli,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.6,72,0,0,0,0.0,0,0.63,0.0,9.63
4,MD-2,6,Elmishli,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,138,3,0,0,0.0,0,3.26,1.3,16.95
4,MD-2,6,Elmishli,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,208,18,2,0,1.55,0,1.97,3.93,22.67
4,MD-2,6,Elmishli,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,71,0,0,0,0.0,0,1.32,0.0,9.93
4,MD-2,6,Kogu,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,60,0,0,0,0.0,0,0.66,1.32,14.15
4,MD-2,6,Kogu,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,198,21,0,0,0.0,0,4.63,5.29,17.72
4,MD-2,6,Kogu,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,62,0,0,0,0.0,0,0.65,1.31,12.39
4,MD-2,6,Kogu,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,85,0,0,0,0.0,0,2.0,2.0,12.01
4,MD-2,6,Kogu,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,195,24,3,0,1.96,5,4.6,3.29,22.8
4,MD-2,6,Kogu,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.6,72,0,0,0,0.0,0,0.63,1.26,13.06
4,MD-2,6,Kogu,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,53,0,0,0,0.0,0,0.65,0.0,11.09
4,MD-2,6,Kogu,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,216,43,0,0,0.0,0,3.93,5.9,18.76
4,MD-2,6,Kogu,"Possession Game, 8vs4 (14*20m) 3 Groups of 4",1.5,58,0,0,0,0.0,0,1.98,0.66,15.26
5,MD-1,6,Baco,"Passing Drill, 10vs10 Mannequin +1GK (68*52m)",4.5,440,11,0,0,0.0,0,0.89,0.0,16.62
5,MD-1,6,Baco,"Passing Drill, 10vs10 Mannequin +1GK (68*52m)",4.6,485,23,15,0,3.21,15,0.44,0.22,23.31
5,MD-1,6,Baco,"Passing Drill, 10vs10 Mannequin +1GK (68*52m)",4.5,360,0,0,0,0.0,0,0.22,0.0,14.79
5,MD-1,6,Baco,"Tactical Defense 11vs11 (All The Field, 68*105)",4.1,463,68,40,1,9.86,43,0.73,0.73,25.39
5,MD-1,6,Baco,"Tactical Defense 11vs11 (All The Field, 68*105)",4.0,460,54,8,0,2.02,12,0.5,0.75,22.07
5,MD-1,6,Baco,"Tactical Offense 11vs11 (All The Field, 68*105)",5.4,441,78,8,0,1.48,8,0.74,0.56,21.21
5,MD-1,6,Baco,"Tactical Offense 11vs11 (All The Field, 68*105)",4.8,484,54,0,0,0.0,0,1.03,0.62,18.6
5,MD-1,6,Glazer,"Passing Drill, 10vs10 Mannequin +1GK (68*52m)",4.5,456,25,0,0,0.0,0,0.67,0.0,18.12
5,MD-1,6,Glazer,"Passing Drill, 10vs10 Mannequin +1GK (68*52m)",4.6,413,1,0,0,0.0,0,0.66,0.22,14.52
5,MD-1,6,Glazer,"Passing Drill, 10vs10 Mannequin +1GK (68*52m)",4.5,410,12,0,0,0.0,0,0.22,0.22,19.45
5,MD-1,6,Glazer,"Tactical Defense 11vs11 (All The Field, 68*105)",4.1,461,88,25,0,6.09,18,1.21,1.46,24.02
5,MD-1,6,Glazer,"Tactical Defense 11vs11 (All The Field, 68*105)",4.0,440,56,18,0,4.52,20,0.75,1.25,23.3
5,MD-1,6,Glazer,"Tactical Offense 11vs11 (All The Field, 68*105)",5.4,528,132,39,0,7.16,55,0.56,0.93,22.64
5,MD-1,6,Glazer,"Tactical Offense 11vs11 (All The Field, 68*105)",4.8,403,10,0,0,0.0,0,0.41,0.0,15.83
5,MD-1,6,Yao,"Passing Drill, 10vs10 Mannequin +1GK (68*52m)",4.5,433,31,1,0,0.12,0,0.89,0.67,19.86
5,MD-1,6,Yao,"Passing Drill, 10vs10 Mannequin +1GK (68*52m)",4.6,390,15,1,0,0.12,0,0.88,0.22,20.05
5,MD-1,6,Yao,"Passing Drill, 10vs10 Mannequin +1GK (68*52m)",4.5,530,33,40,42,18.52,85,0.22,0.67,28.21
5,MD-1,6,Yao,"Tactical Defense 11vs11 (All The Field, 68*105)",4.1,448,85,39,12,12.35,60,1.7,0.97,30.27
5,MD-1,6,Yao,"Tactical Defense 11vs11 (All The Field, 68*105)",4.0,413,44,14,21,8.79,40,0.75,0.0,29.6
5,MD-1,6,Yao,"Tactical Offense 11vs11 (All The Field, 68*105)",5.4,361,34,23,25,8.82,49,0.56,0.0,29.73
5,MD-1,6,Yao,"Tactical Offense 11vs11 (All The Field, 68*105)",4.8,454,74,27,3,6.15,31,2.27,0.41,26.07
5,MD-1,6,Agvadish,"Passing Drill, 10vs10 Mannequin +1GK (68*52m)",4.5,244,0,0,0,0.0,0,0.67,0.22,12.46
5,MD-1,6,Agvadish,"Passing Drill, 10vs10 Mannequin +1GK (68*52m)",4.6,296,0,0,0,0.0,0,0.22,0.0,11.47
5,MD-1,6,Agvadish,"Passing Drill, 10vs10 Mannequin +1GK (68*52m)",4.5,468,39,67,13,17.84,87,0.0,0.45,28.17
5,MD-1,6,Agvadish,"Tactical Defense 11vs11 (All The Field, 68*105)",4.1,403,73,34,0,8.26,43,1.21,1.46,23.59
5,MD-1,6,Agvadish,"Tactical Defense 11vs11 (All The Field, 68*105)",4.0,455,52,31,4,8.75,39,1.0,1.0,26.36
5,MD-1,6,Agvadish,"Tactical Offense 11vs11 (All The Field, 68*105)",5.4,472,56,36,2,7.09,39,0.37,0.56,25.95
5,MD-1,6,Agvadish,"Tactical Offense 11vs11 (All The Field, 68*105)",4.8,513,86,21,0,4.31,19,2.06,1.03,24.51
5,MD-1,6,Maliach,"Passing Drill, 10vs10 Mannequin +1GK (68*52m)",4.5,433,16,1,0,0.13,0,0.67,0.0,20.32
5,MD-1,6,Maliach,"Passing Drill, 10vs10 Mannequin +1GK (68*52m)",4.6,479,22,12,5,3.77,18,0.66,0.44,26.46
5,MD-1,6,Maliach,"Passing Drill, 10vs10 Mannequin +1GK (68*52m)",4.5,430,10,0,0,0.0,0,0.22,0.0,16.19
5,MD-1,6,Eshata,"Passing Drill, 10vs10 Mannequin +1GK (68*52m)",4.5,394,46,3,0,0.78,8,0.44,1.11,21.77
5,MD-1,6,Eshata,"Passing Drill, 10vs10 Mannequin +1GK (68*52m)",4.6,457,54,42,0,9.22,41,0.66,1.75,24.48
5,MD-1,6,Eshata,"Passing Drill, 10vs10 Mannequin +1GK (68*52m)",4.5,399,58,1,0,0.13,0,0.45,1.79,20.44
5,MD-1,6,Eshata,"Tactical Defense 11vs11 (All The Field, 68*105)",4.1,510,77,34,13,11.24,45,2.43,0.97,28.72
5,MD-1,6,Eshata,"Tactical Defense 11vs11 (All The Field, 68*105)",4.0,550,136,1,0,0.28,0,1.5,2.75,20.36
5,MD-1,6,Eshata,"Tactical Offense 11vs11 (All The Field, 68*105)",5.4,538,77,46,9,10.33,61,1.85,1.3,27.46
5,MD-1,6,Eshata,"Tactical Offense 11vs11 (All The Field, 68*105)",4.8,531,83,28,4,6.44,34,1.65,1.65,27.52
5,MD-1,6,Altman,"Passing Drill, 10vs10 Mannequin +1GK (68*52m)",4.5,600,73,0,0,0.0,0,1.11,0.67,19.67
5,MD-1,6,Altman,"Passing Drill, 10vs10 Mannequin +1GK (68*52m)",4.6,569,20,0,0,0.0,0,1.75,1.1,16.65
5,MD-1,6,Altman,"Passing Drill, 10vs10 Mannequin +1GK (68*52m)",4.5,550,34,0,0,0.0,0,0.67,0.22,19.14
5,MD-1,6,Biton,"Passing Drill, 10vs10 Mannequin +1GK (68*52m)",4.5,306,46,21,0,4.61,21,0.89,0.89,25.0
5,MD-1,6,Biton,"Passing Drill, 10vs10 Mannequin +1GK (68*52m)",4.6,240,35,19,0,4.09,18,0.22,0.88,22.54
5,MD-1,6,Biton,"Passing Drill, 10vs10 Mannequin +1GK (68*52m)",4.5,364,84,7,0,1.67,13,0.45,1.34,21.9
5,MD-1,6,Biton,"Tactical Defense 11vs11 (All The Field, 68*105)",4.1,500,81,53,9,15.11,66,0.49,1.46,28.4
5,MD-1,6,Biton,"Tactical Defense 11vs11 (All The Field, 68*105)",4.0,526,105,62,0,15.59,67,1.5,1.75,24.8
5,MD-1,6,Biton,"Tactical Offense 11vs11 (All The Field, 68*105)",5.4,560,75,50,2,9.75,53,0.56,0.74,25.9
5,MD-1,6,Biton,"Tactical Offense 11vs11 (All The Field, 68*105)",4.8,477,57,21,21,8.69,48,1.44,0.82,33.2
5,MD-1,6,Beni,"Passing Drill, 10vs10 Mannequin +1GK (68*52m)",4.5,388,27,0,0,0.0,0,0.67,0.44,17.53
