Session ,Day,Player Last Name,Player Primary Position,Drill Title,Drill Start Time,Drill End Time,Session Start Time,Session End Time,Total Time,Total Distance,Distance Zone 4 (Absolute),Distance Zone 5 (Absolute),Distance Zone 6 (Absolute),HSR Per Minute (Absolute),Sprint Distance,Accelerations Per Min,Decelerations Per Min,Max Speed,Distance Per Min,Accelerations,Decelerations,HMLD Per Minute,HML Distance
30,MD-3,Prada,,Tactical Offense 11vs11 (All the Field 68*105m),09:21:25,09:30:23,08:50:56,09:39:59,00:08:57,1000,158,134,44,19.89,201,0.22,0.45,27.71,111.63,2,4,29.5,264
30,MD-3,Prada,,Tactical Set Pieces 11vs11 (All the Field 68*105m),09:32:26,09:39:59,08:50:56,09:39:59,00:07:33,425,77,53,17,9.31,87,0.4,0.4,27.54,56.22,3,3,14.09,106
30,MD-3,Niddam,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 1",08:50:56,08:53:57,08:50:56,09:39:59,00:03:01,409,57,6,0,2.12,8,2.32,1.66,22.71,135.41,7,5,29.08,88
30,MD-3,Niddam,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 2",08:55:25,08:58:26,08:50:56,09:39:59,00:03:01,404,84,0,0,0,0,1.32,1.32,19.48,133.51,4,4,28.25,85
30,MD-3,Niddam,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 3",08:59:56,09:02:57,08:50:56,09:39:59,00:03:01,388,61,17,0,5.52,20,0.66,0.66,23.43,128.65,2,2,24.23,73
30,MD-3,Niddam,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 4",09:04:29,09:07:31,08:50:56,09:39:59,00:03:01,441,86,0,0,0,0,1.65,0.99,19.45,145.81,5,3,31.41,95
30,MD-3,Niddam,,Tactical Defense 11vs11 (All the Field 68*105m),09:12:47,09:19:18,08:50:56,09:39:59,00:06:30,736,141,45,0,6.93,51,1.38,0.77,24.83,112.93,9,5,22.36,146
30,MD-3,Niddam,,Tactical Offense 11vs11 (All the Field 68*105m),09:21:25,09:30:23,08:50:56,09:39:59,00:08:57,1047,184,90,42,14.74,144,0.56,0.89,31.13,116.84,5,8,28.24,253
30,MD-3,Niddam,,Tactical Set Pieces 11vs11 (All the Field 68*105m),09:32:26,09:39:59,08:50:56,09:39:59,00:07:33,556,59,42,42,11.2,106,0.53,0.26,30.86,73.6,4,2,15.96,121
30,MD-3,Eshata,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 1",08:50:56,08:53:57,08:50:56,09:39:59,00:03:01,373,40,3,0,1.12,0,0.33,0.66,20.71,123.63,1,2,20.56,62
30,MD-3,Eshata,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 2",08:55:25,08:58:26,08:50:56,09:39:59,00:03:01,357,56,12,0,4.01,11,1.32,0.66,23.91,117.92,4,2,26.13,79
30,MD-3,Eshata,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 3",08:59:56,09:02:57,08:50:56,09:39:59,00:03:01,350,65,17,0,5.77,20,0.99,1.33,24.55,115.97,3,4,28.61,86
30,MD-3,Eshata,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 4",09:04:29,09:07:31,08:50:56,09:39:59,00:03:01,391,56,22,0,7.24,20,1.65,2.65,25.19,129.32,5,8,27.09,82
30,MD-3,Eshata,,Tactical Defense 11vs11 (All the Field 68*105m),09:12:47,09:19:18,08:50:56,09:39:59,00:06:30,716,104,48,0,7.33,57,2,0.92,24.52,109.86,13,6,21.64,141
30,MD-3,Eshata,,Tactical Offense 11vs11 (All the Field 68*105m),09:21:25,09:30:23,08:50:56,09:39:59,00:08:57,1016,181,147,23,18.93,192,0.78,0.89,27.8,113.34,7,8,28.71,257
30,MD-3,Eshata,,Tactical Set Pieces 11vs11 (All the Field 68*105m),09:32:26,09:39:59,08:50:56,09:39:59,00:07:33,566,111,95,27,16.09,138,1.19,0.66,28,74.9,9,5,23.87,180
30,MD-3,Altman,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 1",08:50:56,08:53:57,08:50:56,09:39:59,00:03:01,397,37,0,0,0,0,0,1.33,18.08,131.38,0,4,19.78,60
30,MD-3,Altman,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 2",08:55:25,08:58:26,08:50:56,09:39:59,00:03:01,381,64,0,0,0,0,1.32,0.99,19.29,126.07,4,3,24.98,76
30,MD-3,Altman,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 3",08:59:56,09:02:57,08:50:56,09:39:59,00:03:01,400,64,1,0,0.37,0,0.99,1.66,20.32,132.47,3,5,24.38,74
30,MD-3,Altman,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 4",09:04:29,09:07:31,08:50:56,09:39:59,00:03:01,376,57,2,0,0.56,0,0.66,1.98,20.73,124.5,2,6,20.12,61
30,MD-3,Altman,,Tactical Defense 11vs11 (All the Field 68*105m),09:12:47,09:19:18,08:50:56,09:39:59,00:06:30,581,100,0,0,0,0,0.92,0.61,19.16,89.27,6,4,13.61,89
30,MD-3,Altman,,Tactical Offense 11vs11 (All the Field 68*105m),09:21:25,09:30:23,08:50:56,09:39:59,00:08:57,895,174,6,0,0.69,23,0.22,0.22,20.74,99.87,2,2,14.58,131
30,MD-3,Altman,,Tactical Set Pieces 11vs11 (All the Field 68*105m),09:32:26,09:39:59,08:50:56,09:39:59,00:07:33,430,83,6,0,0.75,21,0.26,0.26,20.95,56.89,2,2,6.37,48
30,MD-3,Beni,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 1",08:50:56,08:53:57,08:50:56,09:39:59,00:03:01,441,76,18,6,8.25,26,0.99,2.32,26.84,145.94,3,7,35.83,108
30,MD-3,Beni,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 2",08:55:25,08:58:26,08:50:56,09:39:59,00:03:01,420,88,15,0,4.83,14,0.99,1.32,24.46,138.86,3,4,31.3,95
30,MD-3,Beni,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 3",08:59:56,09:02:57,08:50:56,09:39:59,00:03:01,435,77,11,11,7.2,22,0.99,1.33,27.72,144.12,3,4,29.17,88
30,MD-3,Beni,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 4",09:04:29,09:07:31,08:50:56,09:39:59,00:03:01,419,59,3,0,1.11,0,1.32,1.98,20.56,138.46,4,6,26.31,80
30,MD-3,Beni,,Tactical Defense 11vs11 (All the Field 68*105m),09:12:47,09:19:18,08:50:56,09:39:59,00:06:30,688,146,47,15,9.5,69,0.61,1.23,27.48,105.61,4,8,24.73,161
30,MD-3,Beni,,Tactical Offense 11vs11 (All the Field 68*105m),09:21:25,09:30:23,08:50:56,09:39:59,00:08:57,916,116,89,42,14.63,141,0.11,0.56,30.42,102.26,1,5,23.25,208
30,MD-3,Beni,,Tactical Set Pieces 11vs11 (All the Field 68*105m),09:32:26,09:39:59,08:50:56,09:39:59,00:07:33,598,77,110,9,15.74,134,0.66,0.66,26.28,79.14,5,5,22.81,172
30,MD-3,Don,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 1",08:50:56,08:53:57,08:50:56,09:39:59,00:03:01,398,70,20,4,7.71,17,1.66,2.65,27.73,131.96,5,8,37.75,114
30,MD-3,Don,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 2",08:55:25,08:58:26,08:50:56,09:39:59,00:03:01,402,66,3,0,0.94,7,1.65,0.99,21.06,133.04,5,3,32.13,97
30,MD-3,Don,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 3",08:59:56,09:02:57,08:50:56,09:39:59,00:03:01,405,62,9,0,2.86,9,1.66,1.66,22.4,134.07,5,5,29.41,89
30,MD-3,Don,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 4",09:04:29,09:07:31,08:50:56,09:39:59,00:03:01,357,28,0,0,0,0,0.99,0.66,19.37,117.93,3,2,19.14,58
30,MD-3,Don,,Tactical Defense 11vs11 (All the Field 68*105m),09:12:47,09:19:18,08:50:56,09:39:59,00:06:30,629,105,42,1,6.73,44,0.77,0.46,25.91,96.53,5,3,19.43,127
30,MD-3,Don,,Tactical Offense 11vs11 (All the Field 68*105m),09:21:25,09:30:23,08:50:56,09:39:59,00:08:57,950,202,97,29,14.11,139,0.89,1,30.92,106.04,8,9,26.62,239
30,MD-3,Don,,Tactical Set Pieces 11vs11 (All the Field 68*105m),09:32:26,09:39:59,08:50:56,09:39:59,00:07:33,603,107,82,52,17.69,160,0.53,0.66,31.54,79.83,4,5,22.97,174
30,MD-3,Bazea,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 1",08:50:56,08:53:57,08:50:56,09:39:59,00:03:01,329,40,35,4,12.91,44,1.66,0.99,26.78,108.91,5,3,25.24,76
30,MD-3,Bazea,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 2",08:55:25,08:58:26,08:50:56,09:39:59,00:03:01,341,71,20,0,6.53,28,0.99,0.99,24.84,112.67,3,3,27.16,82
30,MD-3,Bazea,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 3",08:59:56,09:02:57,08:50:56,09:39:59,00:03:01,255,34,9,2,3.79,12,2.32,1.66,26.63,84.43,7,5,19.68,59
30,MD-3,Bazea,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 4",09:04:29,09:07:31,08:50:56,09:39:59,00:03:01,255,26,0,0,0,0,2.32,1.65,17.77,84.32,7,5,16.39,50
30,MD-3,Bazea,,Tactical Defense 11vs11 (All the Field 68*105m),09:12:47,09:19:18,08:50:56,09:39:59,00:06:30,447,44,64,14,11.95,96,0.46,0.31,26.62,68.68,3,2,13.92,91
30,MD-3,Bazea,,Tactical Offense 11vs11 (All the Field 68*105m),09:21:25,09:30:23,08:50:56,09:39:59,00:08:57,845,129,56,6,6.93,79,0.56,0.45,27.69,94.29,5,4,15.98,143
30,MD-3,Bazea,,Tactical Set Pieces 11vs11 (All the Field 68*105m),09:32:26,09:39:59,08:50:56,09:39:59,00:07:33,388,31,29,38,8.85,75,0.53,0.13,31.23,51.39,4,1,10.02,76
30,MD-3,Botaka,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 1",08:50:56,08:53:57,08:50:56,09:39:59,00:03:01,244,2,0,0,0,0,1.33,0.33,15.22,80.8,4,1,7.55,23
30,MD-3,Botaka,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 2",08:55:25,08:58:26,08:50:56,09:39:59,00:03:01,315,14,0,0,0,0,1.98,0.99,17.53,104.1,6,3,12.84,39
30,MD-3,Botaka,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 3",08:59:56,09:02:57,08:50:56,09:39:59,00:03:01,253,15,3,0,1.15,5,1.33,0.33,22.6,83.77,4,1,10.37,31
30,MD-3,Botaka,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 4",09:04:29,09:07:31,08:50:56,09:39:59,00:03:01,306,13,0,0,0,0,1.65,0.99,17.54,101.23,5,3,13.68,41
30,MD-3,Botaka,,Tactical Defense 11vs11 (All the Field 68*105m),09:12:47,09:19:18,08:50:56,09:39:59,00:06:30,602,76,33,1,5.17,37,1.07,0.77,25.39,92.4,7,5,16.78,109
30,MD-3,Botaka,,Tactical Offense 11vs11 (All the Field 68*105m),09:21:25,09:30:23,08:50:56,09:39:59,00:08:57,733,86,24,20,4.87,41,0.67,0.67,30.23,81.82,6,6,12.03,108
30,MD-3,Botaka,,Tactical Set Pieces 11vs11 (All the Field 68*105m),09:32:26,09:39:59,08:50:56,09:39:59,00:07:33,483,73,65,41,14.01,119,0.66,0.4,30.3,63.86,5,3,16.27,123
30,MD-3,Badash,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 1",08:50:56,08:53:57,08:50:56,09:39:59,00:03:01,315,53,13,9,7.16,21,2.65,0.99,27.89,104.5,8,3,27.42,83
30,MD-3,Badash,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 2",08:55:25,08:58:26,08:50:56,09:39:59,00:03:01,309,56,0,0,0,0,1.65,0.66,19.79,102.05,5,2,21.49,65
30,MD-3,Badash,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 3",08:59:56,09:02:57,08:50:56,09:39:59,00:03:01,323,59,5,0,1.59,5,1.33,2.32,22.87,107.16,4,7,29.09,88
30,MD-3,Badash,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 4",09:04:29,09:07:31,08:50:56,09:39:59,00:03:01,374,83,10,5,5.12,14,1.98,2.32,27.05,123.87,6,7,42.31,128
30,MD-3,Badash,,Tactical Defense 11vs11 (All the Field 68*105m),09:12:47,09:19:18,08:50:56,09:39:59,00:06:30,587,106,41,4,6.85,48,0.92,1.07,27.14,90.11,6,7,19.41,126
30,MD-3,Badash,,Tactical Offense 11vs11 (All the Field 68*105m),09:21:25,09:30:23,08:50:56,09:39:59,00:08:57,973,231,145,17,18.02,159,0.78,1.12,27.81,108.61,7,10,35.42,317
30,MD-3,Badash,,Tactical Set Pieces 11vs11 (All the Field 68*105m),09:32:26,09:39:59,08:50:56,09:39:59,00:07:33,517,89,83,30,14.89,135,1.06,0.66,29.42,68.35,8,5,21.25,161
30,MD-3,Zada,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 1",08:50:56,08:53:57,08:50:56,09:39:59,00:03:01,278,26,15,0,4.88,11,0.99,1.66,25,92.09,3,5,19.28,58
30,MD-3,Zada,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 2",08:55:25,08:58:26,08:50:56,09:39:59,00:03:01,264,40,6,0,1.91,12,1.65,1.98,21.49,87.2,5,6,19.08,58
30,MD-3,Zada,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 3",08:59:56,09:02:57,08:50:56,09:39:59,00:03:01,307,64,2,0,0.74,0,1.33,0.99,20.54,101.58,4,3,23.56,71
30,MD-3,Zada,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 4",09:04:29,09:07:31,08:50:56,09:39:59,00:03:01,263,47,10,0,3.22,9,1.98,0.99,22.65,86.99,6,3,19.06,58
30,MD-3,Zada,,Tactical Defense 11vs11 (All the Field 68*105m),09:12:47,09:19:18,08:50:56,09:39:59,00:06:30,480,64,14,0,2.11,10,0.61,0.46,24.98,73.65,4,3,11.31,74
30,MD-3,Zada,,Tactical Offense 11vs11 (All the Field 68*105m),09:21:25,09:30:23,08:50:56,09:39:59,00:08:57,783,99,60,17,8.59,78,0.33,0.67,30.34,87.38,3,6,18.7,168
30,MD-3,Zada,,Tactical Set Pieces 11vs11 (All the Field 68*105m),09:32:26,09:39:59,08:50:56,09:39:59,00:07:33,589,72,33,83,15.41,118,1.19,0.93,33.26,77.91,9,7,23.35,176
30,MD-3,Jan,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 1",08:50:56,08:53:57,08:50:56,09:39:59,00:03:01,252,0,0,0,0,0,0,0.33,15.21,83.59,0,1,1.98,6
30,MD-3,Jan,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 2",08:55:25,08:58:26,08:50:56,09:39:59,00:03:01,280,9,0,0,0,0,0,0,17.12,92.74,0,0,4.56,14
30,MD-3,Jan,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 3",08:59:56,09:02:57,08:50:56,09:39:59,00:03:01,239,0,0,0,0,0,0,0,13.88,79.03,0,0,2.03,6
30,MD-3,Jan,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 4",09:04:29,09:07:31,08:50:56,09:39:59,00:03:01,259,1,0,0,0,0,0,0,14.87,85.82,0,0,2.39,7
30,MD-3,Jan,,Tactical Defense 11vs11 (All the Field 68*105m),09:12:47,09:19:18,08:50:56,09:39:59,00:06:30,547,61,18,0,2.77,14,0.46,0.31,25.01,84.04,3,2,12.21,80
30,MD-3,Jan,,Tactical Offense 11vs11 (All the Field 68*105m),09:21:25,09:30:23,08:50:56,09:39:59,00:08:57,881,144,42,0,4.66,46,0.11,0.33,24.65,98.35,1,3,15.55,139
30,MD-3,Jan,,Tactical Set Pieces 11vs11 (All the Field 68*105m),09:32:26,09:39:59,08:50:56,09:39:59,00:07:33,503,38,52,54,14.1,120,0.13,0,29.51,66.55,1,0,14.44,109
30,MD-3,Togui,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 1",08:50:56,08:53:57,08:50:56,09:39:59,00:03:01,261,14,0,0,0,0,0.66,0.66,17.52,86.57,2,2,14.01,42
30,MD-3,Togui,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 2",08:55:25,08:58:26,08:50:56,09:39:59,00:03:01,258,32,1,0,0.19,0,0.33,0.66,20.44,85.29,1,2,14.35,43
30,MD-3,Togui,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 3",08:59:56,09:02:57,08:50:56,09:39:59,00:03:01,274,58,0,0,0,0,1.33,0.99,19.01,90.75,4,3,22.46,68
30,MD-3,Togui,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 4",09:04:29,09:07:31,08:50:56,09:39:59,00:03:01,344,48,9,0,2.87,9,0.99,0.66,22.7,113.72,3,2,20.48,62
30,MD-3,Togui,,Tactical Defense 11vs11 (All the Field 68*105m),09:12:47,09:19:18,08:50:56,09:39:59,00:06:30,404,42,5,0,0.72,5,0.15,0,22.71,62.08,1,0,8.19,53
30,MD-3,Togui,,Tactical Offense 11vs11 (All the Field 68*105m),09:21:25,09:30:23,08:50:56,09:39:59,00:08:57,375,35,49,21,7.74,74,0,0.33,29.58,41.83,0,3,10.39,93
30,MD-3,Togui,,Tactical Set Pieces 11vs11 (All the Field 68*105m),09:32:26,09:39:59,08:50:56,09:39:59,00:07:33,461,104,54,0,7.14,65,0.66,0.53,24.5,61.04,5,4,16.24,123
30,MD-3,Tomer,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 1",08:50:56,08:53:57,08:50:56,09:39:59,00:03:01,332,11,8,11,6.44,20,0.33,0.33,28.68,110.1,1,1,14.59,44
30,MD-3,Tomer,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 2",08:55:25,08:58:26,08:50:56,09:39:59,00:03:01,286,13,0,0,0,0,0.66,1.65,17.96,94.5,2,5,12.58,38
30,MD-3,Tomer,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 3",08:59:56,09:02:57,08:50:56,09:39:59,00:03:01,272,33,5,0,1.55,5,1.33,1.66,22.25,90.2,4,5,14.84,45
30,MD-3,Tomer,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 4",09:04:29,09:07:31,08:50:56,09:39:59,00:03:01,299,46,5,0,1.71,4,0.33,0.99,21.29,98.82,1,3,19.92,60
30,MD-3,Tomer,,Tactical Defense 11vs11 (All the Field 68*105m),09:12:47,09:19:18,08:50:56,09:39:59,00:06:30,416,36,0,0,0,0,0.46,0.31,18.72,63.94,3,2,5.16,34
30,MD-3,Tomer,,Tactical Offense 11vs11 (All the Field 68*105m),09:21:25,09:30:23,08:50:56,09:39:59,00:08:57,723,55,36,1,4.21,37,0.11,0.45,26,80.62,1,4,10.28,92
30,MD-3,Tomer,,Tactical Set Pieces 11vs11 (All the Field 68*105m),09:32:26,09:39:59,08:50:56,09:39:59,00:07:33,394,55,14,0,1.9,26,0.13,0,21.77,52.19,1,0,5.47,41
30,MD-3,Zoabi,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 1",08:50:56,08:53:57,08:50:56,09:39:59,00:03:01,286,4,0,0,0,0,0.66,0,16.75,94.78,2,0,8.11,24
30,MD-3,Zoabi,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 2",08:55:25,08:58:26,08:50:56,09:39:59,00:03:01,290,25,0,0,0,0,0.33,0.66,19.05,95.83,1,2,10.77,33
30,MD-3,Zoabi,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 3",08:59:56,09:02:57,08:50:56,09:39:59,00:03:01,228,4,0,0,0,0,0.33,0.33,18.31,75.61,1,1,3.48,10
30,MD-3,Zoabi,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 4",09:04:29,09:07:31,08:50:56,09:39:59,00:03:01,296,58,0,0,0,0,1.65,1.65,19.29,97.88,5,5,21.82,66
30,MD-3,Zoabi,,Tactical Defense 11vs11 (All the Field 68*105m),09:12:47,09:19:18,08:50:56,09:39:59,00:06:30,256,11,0,0,0,0,0.15,0.31,17.07,39.38,1,2,2.75,18
30,MD-3,Zoabi,,Tactical Offense 11vs11 (All the Field 68*105m),09:21:25,09:30:23,08:50:56,09:39:59,00:08:57,532,94,56,12,7.66,79,0.33,0.22,27.57,59.36,3,2,13.33,119
30,MD-3,Yehezkel,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 1",08:50:56,08:53:57,08:50:56,09:39:59,00:03:01,314,31,0,0,0,0,1.99,1.33,18.71,104.19,6,4,17,51
30,MD-3,Yehezkel,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 2",08:55:25,08:58:26,08:50:56,09:39:59,00:03:01,305,30,6,0,2.1,13,0.99,0.99,21.83,100.93,3,3,17.31,52
30,MD-3,Yehezkel,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 3",08:59:56,09:02:57,08:50:56,09:39:59,00:03:01,260,29,1,0,0.38,0,1.99,2.32,20.66,86.06,6,7,15.99,48
30,MD-3,Yehezkel,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 4",09:04:29,09:07:31,08:50:56,09:39:59,00:03:01,317,41,15,0,4.89,24,1.98,1.65,23.09,104.98,6,5,22.84,69
30,MD-3,Shadi,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 1",08:50:56,08:53:57,08:50:56,09:39:59,00:03:01,322,40,0,0,0,0,1.33,1.99,18.77,106.7,4,6,21.06,64
30,MD-3,Shadi,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 2",08:55:25,08:58:26,08:50:56,09:39:59,00:03:01,339,32,15,0,5.08,16,0.66,0.66,24.49,112.29,2,2,20.92,63
30,MD-3,Shadi,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 3",08:59:56,09:02:57,08:50:56,09:39:59,00:03:01,351,59,6,0,2.1,8,1.66,0.66,22.37,116.32,5,2,24.28,73
30,MD-3,Shadi,,"Possession Game 10vs10+3J, 2GK (54*36m, 25m) Set 4",09:04:29,09:07:31,08:50:56,09:39:59,00:03:01,297,10,0,0,0,0,1.32,0.99,17.01,98.08,4,3,12.03,36
31,MD-2,Baco,,"Split: Defense, Technical Tactical, Set 1",08:09:51,08:18:00,08:09:51,08:52:38,00:08:09,375,80,4,0,0.55,0,0.73,0.37,20.89,45.88,6,3,8.39,69
31,MD-2,Baco,,"Split: Defense, Technical Tactical, Set 2",08:19:10,08:30:37,08:09:51,08:52:38,00:11:27,442,67,1,0,0.05,0,0.79,0.44,20.46,38.57,9,5,5.34,61
31,MD-2,Baco,,"SSG 7vs7 ,4 Groups (28*42m), Set 1",08:37:50,08:39:51,08:09:51,08:52:38,00:02:00,219,18,0,0,0,0,2.49,1.5,17.9,108.96,5,3,21.39,43
31,MD-2,Baco,,"SSG 7vs7 ,4 Groups (28*42m), Set 3",08:42:45,08:44:46,08:09:51,08:52:38,00:02:01,239,29,15,1,7.94,18,2.98,0.5,26.06,118.54,6,1,25.47,51
31,MD-2,Baco,,"SSG 7vs7 ,4 Groups (28*42m), Set 5",08:47:34,08:50:05,08:09:51,08:52:38,00:02:30,246,17,0,0,0,0,1.19,0.8,19.61,97.93,3,2,18.3,46
31,MD-2,Glazer,,"Split: Defense, Technical Tactical, Set 1",08:09:51,08:18:00,08:09:51,08:52:38,00:08:09,364,71,14,0,1.76,17,0.86,0.73,23.52,44.57,7,6,9.12,74
31,MD-2,Glazer,,"Split: Defense, Technical Tactical, Set 2",08:19:10,08:30:37,08:09:51,08:52:38,00:11:27,449,105,5,0,0.4,5,1.05,0.79,21.05,39.24,12,9,9.04,104
31,MD-2,Glazer,,"SSG 7vs7 ,4 Groups (28*42m), Set 2",08:40:21,08:42:27,08:09:51,08:52:38,00:02:05,242,36,3,0,1.62,0,3.34,0.95,21.02,115.54,7,2,28.62,60
31,MD-2,Glazer,,"SSG 7vs7 ,4 Groups (28*42m), Set 4",08:45:10,08:47:13,08:09:51,08:52:38,00:02:03,237,57,1,0,0.28,0,3.41,1.95,21.03,115.56,7,4,38.72,79
31,MD-2,Glazer,,"SSG 7vs7 ,4 Groups (28*42m), Set 6",08:50:38,08:52:38,08:09:51,08:52:38,00:02:00,261,41,6,0,3.14,6,1.5,2,22.03,130.61,3,4,29.54,59
31,MD-2,Shalom,,"Split: Defense, Technical Tactical, Set 1",08:09:51,08:18:00,08:09:51,08:52:38,00:08:09,383,73,11,0,1.29,15,0.86,0.12,22.85,46.87,7,1,8.84,72
31,MD-2,Shalom,,"Split: Defense, Technical Tactical, Set 2",08:19:10,08:30:37,08:09:51,08:52:38,00:11:27,518,120,22,0,1.96,23,1.4,0.96,23.75,45.23,16,11,11.66,133
31,MD-2,Shalom,,"SSG 7vs7 ,4 Groups (28*42m), Set 1",08:37:50,08:39:51,08:09:51,08:52:38,00:02:00,273,51,8,0,3.89,12,1.99,3.49,24.06,136.22,4,7,39.49,79
31,MD-2,Shalom,,"SSG 7vs7 ,4 Groups (28*42m), Set 3",08:42:45,08:44:46,08:09:51,08:52:38,00:02:01,245,39,0,0,0,0,1.98,0.5,18.22,121.39,4,1,29.46,59
31,MD-2,Shalom,,"SSG 7vs7 ,4 Groups (28*42m), Set 5",08:47:34,08:50:05,08:09:51,08:52:38,00:02:30,322,79,28,0,11.12,44,2.39,1.59,23.99,128.3,6,4,35.65,90
31,MD-2,Revivo,,"Split: Defense, Technical Tactical, Set 1",08:09:51,08:18:00,08:09:51,08:52:38,00:08:09,422,69,7,0,0.83,9,0.37,0.12,21.38,51.67,3,1,7.7,63
31,MD-2,Revivo,,"Split: Defense, Technical Tactical, Set 2",08:19:10,08:30:37,08:09:51,08:52:38,00:11:27,536,121,30,0,2.61,32,1.05,0.7,24.45,46.82,12,8,9.45,108
31,MD-2,Revivo,,"SSG 7vs7 ,4 Groups (28*42m), Set 2",08:40:21,08:42:27,08:09:51,08:52:38,00:02:05,264,55,20,0,9.43,27,2.86,0.48,23.03,125.79,6,1,32.12,67
31,MD-2,Revivo,,"SSG 7vs7 ,4 Groups (28*42m), Set 4",08:45:10,08:47:13,08:09:51,08:52:38,00:02:03,200,15,1,0,0.57,0,2.44,0.49,21.67,97.72,5,1,19.26,40
31,MD-2,Revivo,,"SSG 7vs7 ,4 Groups (28*42m), Set 6",08:50:38,08:52:38,08:09:51,08:52:38,00:02:00,236,34,30,1,15.54,40,1.5,2,25.38,118,3,4,33.05,66
31,MD-2,Yao,,"Split: Defense, Technical Tactical, Set 1",08:09:51,08:18:00,08:09:51,08:52:38,00:08:09,227,72,4,0,0.49,0,0.98,0.61,21.18,27.84,8,5,8.28,68
31,MD-2,Yao,,"Split: Defense, Technical Tactical, Set 2",08:19:10,08:30:37,08:09:51,08:52:38,00:11:27,499,109,12,0,1.08,8,0.61,0.17,20.96,43.61,7,2,8.47,97
31,MD-2,Yao,,"SSG 7vs7 ,4 Groups (28*42m), Set 1",08:37:50,08:39:51,08:09:51,08:52:38,00:02:00,205,22,0,0,0,0,1,1.5,18.29,101.94,2,3,19.27,39
31,MD-2,Yao,,"SSG 7vs7 ,4 Groups (28*42m), Set 3",08:42:45,08:44:46,08:09:51,08:52:38,00:02:01,211,24,9,0,4.71,9,1.98,1.49,23.62,104.39,4,3,20.5,41
