Session ,Day,Player Last Name,Player Primary Position,Drill Title,Drill Start Time,Drill End Time,Session Start Time,Session End Time,Total Time,Total Distance,Distance Zone 4 (Absolute),Distance Zone 5 (Absolute),Distance Zone 6 (Absolute),HSR Per Minute (Absolute),Sprint Distance,Accelerations Per Min,Decelerations Per Min,Max Speed,Distance Per Min,Accelerations,Decelerations,HMLD Per Minute,HML Distance
1,MD+1,Maliach,,"4vs4+3J 2G, (12*18m, 18m), 1st Set",10:43:10,10:45:10,10:43:10,10:57:14,00:02:00,186,12,8,0,4.05,10,2,4,22.14,93.16,4,8,21.88,44
1,MD+1,Maliach,,"4vs4+3J 2G, (12*18m, 18m), 2nd Set",10:46:10,10:48:10,10:43:10,10:57:14,00:02:00,186,14,0,0,0,0,2,1.5,18.55,92.94,4,3,18.93,38
1,MD+1,Maliach,,"4vs4+3J 2G, (12*18m, 18m), 3rd Set",10:49:10,10:51:10,10:43:10,10:57:14,00:02:00,68,0,0,0,0,0,2,1.5,15.12,34.18,4,3,4.33,9
1,MD+1,Maliach,,"4vs4+3J 2G, (12*18m, 18m), 4th Set",10:52:10,10:54:10,10:43:10,10:57:14,00:02:00,208,14,9,1,4.66,0,3.5,2,26.24,103.7,7,4,29.37,59
1,MD+1,Maliach,,"4vs4+3J 2G, (12*18m, 18m), 5th Set",10:55:12,10:57:14,10:43:10,10:57:14,00:02:01,168,22,1,0,0.55,0,0.99,2.96,19.97,83.14,2,6,21.06,43
1,MD+1,Prada,,"4vs4+3J 2G, (12*18m, 18m), 1st Set",10:43:10,10:45:10,10:43:10,10:57:14,00:02:00,182,1,0,0,0,0,2.5,0.5,15.2,91.09,5,1,10.69,21
1,MD+1,Prada,,"4vs4+3J 2G, (12*18m, 18m), 2nd Set",10:46:10,10:48:10,10:43:10,10:57:14,00:02:00,218,47,0,0,0,0,3,4,19.59,108.72,6,8,33.93,68
1,MD+1,Prada,,"4vs4+3J 2G, (12*18m, 18m), 3rd Set",10:49:10,10:51:10,10:43:10,10:57:14,00:02:00,184,13,0,0,0,0,2,4,17.75,91.76,4,8,23.67,47
1,MD+1,Prada,,"4vs4+3J 2G, (12*18m, 18m), 4th Set",10:52:10,10:54:10,10:43:10,10:57:14,00:02:00,153,0,0,0,0,0,3,2.5,14.3,76.68,6,5,13.69,27
1,MD+1,Prada,,"4vs4+3J 2G, (12*18m, 18m), 5th Set",10:55:12,10:57:14,10:43:10,10:57:14,00:02:01,159,0,0,0,0,0,0.49,0,12.54,78.36,1,0,6.52,13
1,MD+1,Eshata,,"4vs4+3J 2G, (12*18m, 18m), 1st Set",10:43:10,10:45:10,10:43:10,10:57:14,00:02:00,193,13,7,1,3.64,8,1.5,3,25.34,96.46,3,6,20.98,42
1,MD+1,Eshata,,"4vs4+3J 2G, (12*18m, 18m), 2nd Set",10:46:10,10:48:10,10:43:10,10:57:14,00:02:00,210,7,0,0,0,0,2.5,2.5,17.99,105.16,5,5,19.64,39
1,MD+1,Eshata,,"4vs4+3J 2G, (12*18m, 18m), 3rd Set",10:49:10,10:51:10,10:43:10,10:57:14,00:02:00,194,6,0,0,0,0,3.5,2,17.7,96.94,7,4,19.12,38
1,MD+1,Eshata,,"4vs4+3J 2G, (12*18m, 18m), 4th Set",10:52:10,10:54:10,10:43:10,10:57:14,00:02:00,162,4,0,0,0,0,3,1.5,15.92,81.06,6,3,11.9,24
1,MD+1,Eshata,,"4vs4+3J 2G, (12*18m, 18m), 5th Set",10:55:12,10:57:14,10:43:10,10:57:14,00:02:01,221,7,0,0,0,0,3.95,3.46,17.9,109.03,8,7,22.67,46
1,MD+1,Bazea,,"4vs4+3J 2G, (12*18m, 18m), 1st Set",10:43:10,10:45:10,10:43:10,10:57:14,00:02:00,197,28,1,0,0.56,0,2.5,2.5,20.52,98.49,5,5,26.5,53
1,MD+1,Bazea,,"4vs4+3J 2G, (12*18m, 18m), 2nd Set",10:46:10,10:48:10,10:43:10,10:57:14,00:02:00,181,11,0,0,0,0,4,4,17.16,90.27,8,8,23.02,46
1,MD+1,Bazea,,"4vs4+3J 2G, (12*18m, 18m), 3rd Set",10:49:10,10:51:10,10:43:10,10:57:14,00:02:00,128,0,0,0,0,0,0.5,1,12.77,64.03,1,2,3.94,8
1,MD+1,Bazea,,"4vs4+3J 2G, (12*18m, 18m), 4th Set",10:52:10,10:54:10,10:43:10,10:57:14,00:02:00,192,6,0,0,0,0,4.5,1.5,17.43,96.03,9,3,15.91,32
1,MD+1,Bazea,,"4vs4+3J 2G, (12*18m, 18m), 5th Set",10:55:10,10:57:10,10:43:10,10:57:14,00:02:00,213,23,0,0,0,0,1,3.5,19.27,106.31,2,7,24.72,49
1,MD+1,Botaka,,"4vs4+3J 2G, (12*18m, 18m), 1st Set",10:43:10,10:45:10,10:43:10,10:57:14,00:02:00,145,7,10,0,4.87,10,2,1.5,24.07,72.19,4,3,12.92,26
1,MD+1,Botaka,,"4vs4+3J 2G, (12*18m, 18m), 2nd Set",10:46:10,10:48:10,10:43:10,10:57:14,00:02:00,157,0,0,0,0,0,1,0.5,11.81,78.61,2,1,4.79,10
1,MD+1,Botaka,,"4vs4+3J 2G, (12*18m, 18m), 3rd Set",10:49:10,10:51:10,10:43:10,10:57:14,00:02:00,122,2,0,0,0,0,2,1.5,15.57,60.72,4,3,9.35,19
1,MD+1,Botaka,,"4vs4+3J 2G, (12*18m, 18m), 4th Set",10:52:10,10:54:10,10:43:10,10:57:14,00:02:00,137,1,0,0,0,0,2.5,0.5,14.76,68.25,5,1,8.15,16
1,MD+1,Botaka,,"4vs4+3J 2G, (12*18m, 18m), 5th Set",10:55:12,10:57:14,10:43:10,10:57:14,00:02:01,117,0,0,0,0,0,1.98,0,14.18,58.01,4,0,4,8
1,MD+1,Zada,,"4vs4+3J 2G, (12*18m, 18m), 1st Set",10:43:10,10:45:10,10:43:10,10:57:14,00:02:00,177,5,0,0,0,0,2,2.5,16.83,88.24,4,5,10.3,21
1,MD+1,Zada,,"4vs4+3J 2G, (12*18m, 18m), 2nd Set",10:46:10,10:48:10,10:43:10,10:57:14,00:02:00,167,3,0,0,0,0,2,2,16.81,83.65,4,4,13.14,26
1,MD+1,Zada,,"4vs4+3J 2G, (12*18m, 18m), 3rd Set",10:49:10,10:51:10,10:43:10,10:57:14,00:02:00,143,1,0,0,0,0,1.5,2.5,16.51,71.3,3,5,11.35,23
1,MD+1,Zada,,"4vs4+3J 2G, (12*18m, 18m), 4th Set",10:52:10,10:54:10,10:43:10,10:57:14,00:02:00,77,0,0,0,0,0,1,0,11.29,38.5,2,0,1.14,2
1,MD+1,Zada,,"4vs4+3J 2G, (12*18m, 18m), 5th Set",10:55:12,10:57:14,10:43:10,10:57:14,00:02:01,188,24,11,0,5.56,15,1.98,1.48,23.22,92.71,4,3,22.52,46
1,MD+1,Tomer,,"4vs4+3J 2G, (12*18m, 18m), 1st Set",10:43:10,10:45:10,10:43:10,10:57:14,00:02:00,105,0,0,0,0,0,1.5,0,12.03,52.58,3,0,3.06,6
1,MD+1,Tomer,,"4vs4+3J 2G, (12*18m, 18m), 2nd Set",10:46:10,10:48:10,10:43:10,10:57:14,00:02:00,204,19,0,0,0,0,2,2,19.61,102.1,4,4,20.53,41
1,MD+1,Tomer,,"4vs4+3J 2G, (12*18m, 18m), 3rd Set",10:49:10,10:51:10,10:43:10,10:57:14,00:02:00,175,18,0,0,0,0,2.5,3,18.55,87.48,5,6,18.74,38
1,MD+1,Tomer,,"4vs4+3J 2G, (12*18m, 18m), 4th Set",10:52:10,10:54:10,10:43:10,10:57:14,00:02:00,88,0,0,0,0,0,0,0,9.1,43.89,0,0,0.79,2
1,MD+1,Tomer,,"4vs4+3J 2G, (12*18m, 18m), 5th Set",10:55:12,10:57:14,10:43:10,10:57:14,00:02:01,158,3,0,0,0,0,1.48,1.48,16.46,78.1,3,3,8.33,17
2,MD-3,Baco,,"Ball movement, 8SG, 36x54",09:41:00,09:43:30,09:41:00,10:25:45,00:02:30,320,42,19,0,7.54,18,2,1.6,23.84,127.81,5,4,29.67,74
2,MD-3,Baco,,"Ball movement, 8SG, 36x54, Set 2",09:44:30,09:47:00,09:41:00,10:25:45,00:02:29,257,32,1,0,0.23,0,1.2,1.2,20.53,103.07,3,3,16.8,42
2,MD-3,Baco,,"Ball movement, 8SG, 36x54, Set 3",09:48:21,09:50:51,09:41:00,10:25:45,00:02:30,258,20,0,0,0,0,1.2,1.59,18.95,102.94,3,4,15.41,39
2,MD-3,Baco,,"Ball movement, 8SG, 36x54, Set 4",09:51:50,09:54:21,09:41:00,10:25:45,00:02:30,282,38,2,0,0.9,0,1.2,1.2,20.4,112.46,3,3,20.75,52
2,MD-3,Baco,,"Ball movement, 8SG, 36x54, Set 5",09:55:20,09:57:50,09:41:00,10:25:45,00:02:30,266,27,4,0,1.6,0,0.4,1.2,21.79,106.28,1,3,18.05,45
2,MD-3,Baco,,"LSG, 4SG + 1G, Set 1",10:04:43,10:07:45,09:41:00,10:25:45,00:03:01,397,41,3,0,1.12,8,0.33,0.33,21.34,130.97,1,1,17.45,53
2,MD-3,Baco,,"LSG, 4SG + 1G, Set 2",10:09:15,10:12:15,09:41:00,10:25:45,00:03:00,346,21,8,0,2.72,7,2,1.67,23.13,115.37,6,5,12.25,37
2,MD-3,Baco,,"LSG, 4SG + 1G, Set 3",10:13:45,10:16:45,09:41:00,10:25:45,00:03:00,407,111,19,0,6.23,25,1,0.33,22.73,135.43,3,1,26.15,78
2,MD-3,Baco,,"LSG, 4SG + 1G, Set 4",10:18:15,10:21:15,09:41:00,10:25:45,00:03:00,397,59,17,0,5.74,20,1.33,0.67,23.78,132.18,4,2,24.78,74
2,MD-3,Baco,,"LSG, 4SG + 1G, Set 5",10:22:45,10:25:45,09:41:00,10:25:45,00:03:00,336,54,31,6,12.57,42,0.67,0.33,26.41,111.95,2,1,28.38,85
2,MD-3,Glazer,,"Ball movement, 8SG, 36x54",09:41:00,09:43:30,09:41:00,10:25:45,00:02:30,272,36,13,0,5.35,14,1.6,1.6,22.18,108.7,4,4,27.44,69
2,MD-3,Glazer,,"Ball movement, 8SG, 36x54, Set 2",09:44:30,09:47:00,09:41:00,10:25:45,00:02:29,207,13,8,0,3.29,9,0.8,1.2,22.46,83.02,2,3,17.6,44
2,MD-3,Glazer,,"Ball movement, 8SG, 36x54, Set 3",09:48:21,09:50:51,09:41:00,10:25:45,00:02:30,245,32,3,0,1.33,0,1.2,0.4,20.32,97.76,3,1,19.96,50
2,MD-3,Glazer,,"Ball movement, 8SG, 36x54, Set 4",09:51:50,09:54:21,09:41:00,10:25:45,00:02:30,261,25,0,0,0,0,0.8,0.8,18.19,103.91,2,2,17.31,43
2,MD-3,Glazer,,"Ball movement, 8SG, 36x54, Set 5",09:55:20,09:57:50,09:41:00,10:25:45,00:02:30,234,42,11,0,4.36,9,1.2,2.8,23.53,93.51,3,7,25.43,64
2,MD-3,Glazer,,"LSG, 4SG + 1G, Set 1",10:04:43,10:07:45,09:41:00,10:25:45,00:03:01,338,61,0,0,0,0,0.66,1.98,19.58,111.44,2,6,22.26,67
2,MD-3,Glazer,,"LSG, 4SG + 1G, Set 2",10:09:15,10:12:15,09:41:00,10:25:45,00:03:00,329,37,28,32,19.98,63,1.67,0.67,28.99,109.76,5,2,30.77,92
2,MD-3,Glazer,,"LSG, 4SG + 1G, Set 3",10:13:45,10:16:45,09:41:00,10:25:45,00:03:00,391,87,25,0,8.25,36,1.33,3,23.43,130.35,4,9,35.22,106
2,MD-3,Glazer,,"LSG, 4SG + 1G, Set 4",10:18:15,10:21:15,09:41:00,10:25:45,00:03:00,336,40,36,1,12.37,46,0.33,1.33,26.35,111.8,1,4,21.88,66
2,MD-3,Glazer,,"LSG, 4SG + 1G, Set 5",10:22:45,10:25:45,09:41:00,10:25:45,00:03:00,356,55,32,18,16.83,60,0.33,0.33,27.94,118.48,1,1,31.01,93
2,MD-3,Shalom,,"Ball movement, 8SG, 36x54",09:41:00,09:43:30,09:41:00,10:25:45,00:02:30,292,43,15,1,6.36,16,1.2,0.8,25.3,116.82,3,2,25.25,63
2,MD-3,Shalom,,"Ball movement, 8SG, 36x54, Set 2",09:44:30,09:47:00,09:41:00,10:25:45,00:02:29,253,32,0,0,0,0,0.4,1.2,17.5,101.58,1,3,18.82,47
2,MD-3,Shalom,,"Ball movement, 8SG, 36x54, Set 3",09:48:21,09:50:51,09:41:00,10:25:45,00:02:30,262,23,1,0,0.46,0,2.79,1.59,21.03,104.36,7,4,20.71,52
2,MD-3,Shalom,,"Ball movement, 8SG, 36x54, Set 4",09:51:50,09:54:21,09:41:00,10:25:45,00:02:30,274,34,17,12,11.6,35,1.59,0.8,29.25,109.17,4,2,23.74,60
2,MD-3,Shalom,,"Ball movement, 8SG, 36x54, Set 5",09:55:20,09:57:50,09:41:00,10:25:45,00:02:30,282,58,27,0,10.83,29,0.4,2,24.49,112.55,1,5,30.99,78
2,MD-3,Shalom,,"LSG, 4SG + 1G, Set 1",10:04:43,10:07:45,09:41:00,10:25:45,00:03:01,443,80,46,21,21.98,69,1.32,1.98,29.38,146.15,4,6,41.45,126
2,MD-3,Shalom,,"LSG, 4SG + 1G, Set 2",10:09:15,10:12:15,09:41:00,10:25:45,00:03:00,357,61,0,0,0,0,1.33,0.67,18.81,119.06,4,2,15,45
2,MD-3,Shalom,,"LSG, 4SG + 1G, Set 3",10:13:45,10:16:45,09:41:00,10:25:45,00:03:00,407,59,41,24,21.84,69,1,1,28.77,135.58,3,3,37.25,112
2,MD-3,Shalom,,"LSG, 4SG + 1G, Set 4",10:18:15,10:21:15,09:41:00,10:25:45,00:03:00,409,82,17,0,5.61,21,0.33,0,24.87,136.12,1,0,20.09,60
2,MD-3,Shalom,,"LSG, 4SG + 1G, Set 5",10:22:45,10:25:45,09:41:00,10:25:45,00:03:00,408,87,27,0,9.06,41,0.33,1,23.88,135.8,1,3,31.14,93
2,MD-3,Revivo,,"Ball movement, 8SG, 36x54",09:41:00,09:43:30,09:41:00,10:25:45,00:02:30,187,16,0,0,0,0,0.4,0.4,19,74.89,1,1,10.61,27
2,MD-3,Revivo,,"Ball movement, 8SG, 36x54, Set 2",09:44:30,09:47:00,09:41:00,10:25:45,00:02:29,176,23,0,0,0,0,0.8,0.8,19.3,70.58,2,2,13.14,33
2,MD-3,Revivo,,"Ball movement, 8SG, 36x54, Set 3",09:48:21,09:50:51,09:41:00,10:25:45,00:02:30,212,27,7,0,2.8,8,1.2,1.2,21.94,84.39,3,3,15.65,39
2,MD-3,Revivo,,"Ball movement, 8SG, 36x54, Set 4",09:51:50,09:54:21,09:41:00,10:25:45,00:02:30,210,20,1,0,0.23,0,1.59,1.2,21.18,83.84,4,3,14.98,38
2,MD-3,Revivo,,"Ball movement, 8SG, 36x54, Set 5",09:55:20,09:57:50,09:41:00,10:25:45,00:02:30,171,11,0,0,0,0,0.4,0.4,18.11,68.34,1,1,9.04,23
2,MD-3,Revivo,,"LSG, 4SG + 1G, Set 1",10:04:43,10:07:45,09:41:00,10:25:45,00:03:01,311,49,1,0,0.37,0,0.33,1.65,20.08,102.63,1,5,17.43,53
2,MD-3,Revivo,,"LSG, 4SG + 1G, Set 2",10:09:15,10:12:15,09:41:00,10:25:45,00:03:00,257,22,28,11,12.98,41,0.67,0.33,27.43,85.75,2,1,18.74,56
2,MD-3,Revivo,,"LSG, 4SG + 1G, Set 3",10:13:45,10:16:45,09:41:00,10:25:45,00:03:00,352,65,31,0,10.43,48,0.33,1.33,23.44,117.11,1,4,29.17,88
2,MD-3,Revivo,,"LSG, 4SG + 1G, Set 4",10:18:15,10:21:15,09:41:00,10:25:45,00:03:00,275,22,25,21,15.44,50,2,1,29.51,91.77,6,3,24.38,73
2,MD-3,Revivo,,"LSG, 4SG + 1G, Set 5",10:22:45,10:25:45,09:41:00,10:25:45,00:03:00,332,62,42,29,23.68,68,0.67,1.33,29.53,110.7,2,4,37.54,113
2,MD-3,Yao,,"Ball movement, 8SG, 36x54",09:41:00,09:43:30,09:41:00,10:25:45,00:02:30,258,33,10,0,3.91,12,2.8,2,22.73,103.1,7,5,24.35,61
2,MD-3,Yao,,"Ball movement, 8SG, 36x54, Set 2",09:44:30,09:47:00,09:41:00,10:25:45,00:02:29,220,37,13,7,7.66,18,1.61,2.01,27.05,88.49,4,5,28.37,71
2,MD-3,Yao,,"Ball movement, 8SG, 36x54, Set 3",09:48:21,09:50:51,09:41:00,10:25:45,00:02:30,260,34,2,0,0.9,0,1.59,2.39,20.93,103.55,4,6,25.4,64
2,MD-3,Yao,,"Ball movement, 8SG, 36x54, Set 4",09:51:50,09:54:21,09:41:00,10:25:45,00:02:30,254,38,5,0,2.08,4,3.59,2.39,24.05,101.22,9,6,25.39,64
2,MD-3,Yao,,"Ball movement, 8SG, 36x54, Set 5",09:55:20,09:57:50,09:41:00,10:25:45,00:02:30,290,54,15,0,6.15,16,2.4,1.6,23.36,115.65,6,4,32.81,82
2,MD-3,Yao,,"LSG, 4SG + 1G, Set 1",10:04:43,10:07:45,09:41:00,10:25:45,00:03:01,362,47,15,0,4.81,17,1.32,1.65,23.08,119.61,4,5,24.35,74
2,MD-3,Yao,,"LSG, 4SG + 1G, Set 2",10:09:15,10:12:15,09:41:00,10:25:45,00:03:00,215,8,1,0,0.19,0,0.67,0.67,20.55,71.68,2,2,5.09,15
2,MD-3,Yao,,"LSG, 4SG + 1G, Set 3",10:13:45,10:16:45,09:41:00,10:25:45,00:03:00,358,66,39,47,28.8,97,1.33,2.33,32.58,119.2,4,7,45.18,136
2,MD-3,Yao,,"LSG, 4SG + 1G, Set 4",10:18:15,10:21:15,09:41:00,10:25:45,00:03:00,297,36,17,0,5.67,22,0.67,0.67,24.45,98.97,2,2,17.01,51
2,MD-3,Yao,,"LSG, 4SG + 1G, Set 5",10:22:45,10:25:45,09:41:00,10:25:45,00:03:00,374,78,72,6,25.95,94,2.33,1.33,26,124.68,7,4,44.66,134
2,MD-3,Agvadish,,"Ball movement, 8SG, 36x54",09:41:00,09:43:30,09:41:00,10:25:45,00:02:30,311,41,17,5,8.91,25,2,2,27.04,124.16,5,5,28.3,71
2,MD-3,Agvadish,,"Ball movement, 8SG, 36x54, Set 2",09:44:30,09:47:00,09:41:00,10:25:45,00:02:29,267,22,0,0,0,0,1.2,0.8,18.68,107.28,3,2,18.89,47
2,MD-3,Agvadish,,"Ball movement, 8SG, 36x54, Set 3",09:48:21,09:50:51,09:41:00,10:25:45,00:02:30,294,24,2,0,0.67,0,1.2,0.4,20.42,117.15,3,1,18.94,48
2,MD-3,Agvadish,,"Ball movement, 8SG, 36x54, Set 4",09:51:50,09:54:21,09:41:00,10:25:45,00:02:30,290,25,10,0,3.95,12,0.8,1.99,24.12,115.62,2,5,22.27,56
2,MD-3,Agvadish,,"Ball movement, 8SG, 36x54, Set 5",09:55:20,09:57:50,09:41:00,10:25:45,00:02:30,287,52,3,0,1.36,6,1.6,1.6,21.54,114.7,4,4,24.03,60
2,MD-3,Agvadish,,"LSG, 4SG + 1G, Set 1",10:04:43,10:07:45,09:41:00,10:25:45,00:03:01,397,63,42,38,26.5,85,1.32,0.99,31.11,130.94,4,3,41.97,127
2,MD-3,Agvadish,,"LSG, 4SG + 1G, Set 2",10:09:15,10:12:15,09:41:00,10:25:45,00:03:00,315,60,5,0,1.5,8,0.33,0.67,20.8,104.82,1,2,21.42,64
2,MD-3,Agvadish,,"LSG, 4SG + 1G, Set 3",10:13:45,10:16:45,09:41:00,10:25:45,00:03:00,415,88,42,43,28.22,95,2.33,0.33,32.06,138.15,7,1,50.04,150
2,MD-3,Agvadish,,"LSG, 4SG + 1G, Set 4",10:18:15,10:21:15,09:41:00,10:25:45,00:03:00,399,135,43,0,14.26,66,0,1,24.37,132.84,0,3,38.13,114
2,MD-3,Agvadish,,"LSG, 4SG + 1G, Set 5",10:22:45,10:25:45,09:41:00,10:25:45,00:03:00,394,72,22,23,14.91,40,1.33,0.33,28.89,131.13,4,1,31.82,96
2,MD-3,Maliach,,"Ball movement, 8SG, 36x54",09:41:00,09:43:30,09:41:00,10:25:45,00:02:30,280,68,4,0,1.56,0,1.6,2,20.45,111.88,4,5,29.04,73
2,MD-3,Maliach,,"Ball movement, 8SG, 36x54, Set 2",09:44:30,09:47:00,09:41:00,10:25:45,00:02:29,247,48,1,0,0.23,0,1.61,1.2,21,99.05,4,3,20.52,51
2,MD-3,Maliach,,"Ball movement, 8SG, 36x54, Set 3",09:48:21,09:50:51,09:41:00,10:25:45,00:02:30,200,16,1,0,0.44,0,0.8,0,19.93,79.69,2,0,11.14,28
2,MD-3,Maliach,,"Ball movement, 8SG, 36x54, Set 4",09:51:50,09:54:21,09:41:00,10:25:45,00:02:30,212,30,12,0,4.84,9,2.39,1.59,22.04,84.36,6,4,23.77,60
2,MD-3,Maliach,,"Ball movement, 8SG, 36x54, Set 5",09:55:20,09:57:50,09:41:00,10:25:45,00:02:30,292,61,25,0,9.89,32,0.8,0,23.99,116.77,2,0,32.96,83
2,MD-3,Maliach,,"LSG, 4SG + 1G, Set 1",10:04:43,10:07:45,09:41:00,10:25:45,00:03:01,373,58,18,4,7.27,28,0.66,0.99,26.99,123.01,2,3,20.91,63
2,MD-3,Maliach,,"LSG, 4SG + 1G, Set 2",10:09:15,10:12:15,09:41:00,10:25:45,00:03:00,270,22,0,0,0,0,1.33,0.67,19.76,89.89,4,2,11.98,36
2,MD-3,Maliach,,"LSG, 4SG + 1G, Set 3",10:13:45,10:16:45,09:41:00,10:25:45,00:03:00,375,69,41,39,26.66,86,1,1.33,30.5,124.97,3,4,40.45,121
2,MD-3,Maliach,,"LSG, 4SG + 1G, Set 4",10:18:15,10:21:15,09:41:00,10:25:45,00:03:00,362,75,40,21,20.5,82,0.67,0,30.82,120.68,2,0,31.91,96
2,MD-3,Maliach,,"LSG, 4SG + 1G, Set 5",10:22:45,10:25:45,09:41:00,10:25:45,00:03:00,303,32,26,3,9.5,31,1,0.67,26.45,100.88,3,2,19.3,58
2,MD-3,Prada,,"Ball movement, 8SG, 36x54",09:41:00,09:43:30,09:41:00,10:25:45,00:02:30,377,79,25,0,9.81,24,0.8,2.8,25.06,150.73,2,7,46.47,116
2,MD-3,Prada,,"Ball movement, 8SG, 36x54, Set 2",09:44:30,09:47:00,09:41:00,10:25:45,00:02:29,342,77,6,0,2.24,5,1.2,1.2,20.37,137.13,3,3,40.06,100
2,MD-3,Prada,,"Ball movement, 8SG, 36x54, Set 3",09:48:21,09:50:51,09:41:00,10:25:45,00:02:30,333,46,5,0,1.83,5,1.2,2.79,22.05,132.79,3,7,30.75,77
2,MD-3,Prada,,"Ball movement, 8SG, 36x54, Set 4",09:51:50,09:54:21,09:41:00,10:25:45,00:02:30,362,37,3,0,1.35,4,1.2,1.59,20.64,144.05,3,4,24.13,61
2,MD-3,Prada,,"Ball movement, 8SG, 36x54, Set 5",09:55:20,09:57:50,09:41:00,10:25:45,00:02:30,353,73,7,0,2.74,5,1.2,1.6,21.25,141.02,3,4,39.63,99
2,MD-3,Prada,,"LSG, 4SG + 1G, Set 1",10:04:43,10:07:45,09:41:00,10:25:45,00:03:01,414,95,4,0,1.29,0,1.32,1.65,20.55,136.48,4,5,34.19,104
2,MD-3,Prada,,"LSG, 4SG + 1G, Set 2",10:09:15,10:12:15,09:41:00,10:25:45,00:03:00,385,41,10,0,3.26,13,1.33,2.33,21.94,128.2,4,7,24.2,73
2,MD-3,Prada,,"LSG, 4SG + 1G, Set 3",10:13:45,10:16:45,09:41:00,10:25:45,00:03:00,404,47,43,0,14.31,45,2,1.67,25,134.65,6,5,31.19,94
2,MD-3,Prada,,"LSG, 4SG + 1G, Set 4",10:18:15,10:21:15,09:41:00,10:25:45,00:03:00,419,118,37,0,12.3,50,1.33,1,23.82,139.71,4,3,33.25,100
2,MD-3,Prada,,"LSG, 4SG + 1G, Set 5",10:22:45,10:25:45,09:41:00,10:25:45,00:03:00,410,91,58,0,19.3,84,2,1,24.71,136.68,6,3,37.33,112
2,MD-3,Niddam,,"Ball movement, 8SG, 36x54",09:41:00,09:43:30,09:41:00,10:25:45,00:02:30,383,57,0,0,0,0,1.2,2,17.62,152.94,3,5,26.91,67
2,MD-3,Niddam,,"Ball movement, 8SG, 36x54, Set 2",09:44:30,09:47:00,09:41:00,10:25:45,00:02:29,378,85,0,0,0,0,1.2,2.01,18.74,151.85,3,5,36.68,91
2,MD-3,Niddam,,"Ball movement, 8SG, 36x54, Set 3",09:48:21,09:50:51,09:41:00,10:25:45,00:02:30,377,61,1,0,0.22,0,1.59,3.59,20.17,150.44,4,9,27.91,70
2,MD-3,Niddam,,"Ball movement, 8SG, 36x54, Set 4",09:51:50,09:54:21,09:41:00,10:25:45,00:02:30,330,54,3,0,1.39,5,0.8,1.59,22.48,131.29,2,4,28.83,72
2,MD-3,Niddam,,"Ball movement, 8SG, 36x54, Set 5",09:55:20,09:57:50,09:41:00,10:25:45,00:02:30,368,78,0,0,0,0,0.4,1.2,18.96,146.88,1,3,27.41,69
2,MD-3,Niddam,,"LSG, 4SG + 1G, Set 1",10:04:43,10:07:45,09:41:00,10:25:45,00:03:01,488,136,11,0,3.62,8,0,1.32,22.28,160.91,0,4,39.68,120
2,MD-3,Niddam,,"LSG, 4SG + 1G, Set 2",10:09:15,10:12:15,09:41:00,10:25:45,00:03:00,410,71,18,0,6,16,1.33,1.67,24.83,136.65,4,5,27.48,82
2,MD-3,Niddam,,"LSG, 4SG + 1G, Set 3",10:13:45,10:16:45,09:41:00,10:25:45,00:03:00,452,100,56,29,28.42,100,1.33,1.67,28.58,150.43,4,5,52.52,158
2,MD-3,Niddam,,"LSG, 4SG + 1G, Set 4",10:18:15,10:21:15,09:41:00,10:25:45,00:03:00,408,73,7,0,2.47,16,1,1,22.12,135.86,3,3,19.46,58
2,MD-3,Niddam,,"LSG, 4SG + 1G, Set 5",10:22:45,10:25:45,09:41:00,10:25:45,00:03:00,493,146,18,0,6.13,24,1,1.33,22.39,164.11,3,4,36.88,111
2,MD-3,Eshata,,"Ball movement, 8SG, 36x54",09:41:00,09:43:30,09:41:00,10:25:45,00:02:30,306,35,0,0,0,0,1.2,1.2,18.92,122.41,3,3,17.56,44
2,MD-3,Eshata,,"Ball movement, 8SG, 36x54, Set 2",09:44:30,09:47:00,09:41:00,10:25:45,00:02:29,324,54,21,1,8.91,30,0.4,2.81,25.58,129.91,1,7,35.07,87
2,MD-3,Eshata,,"Ball movement, 8SG, 36x54, Set 3",09:48:21,09:50:51,09:41:00,10:25:45,00:02:30,309,28,4,0,1.57,0,2.79,2.79,21.04,123.36,7,7,24.79,62
2,MD-3,Eshata,,"Ball movement, 8SG, 36x54, Set 4",09:51:50,09:54:21,09:41:00,10:25:45,00:02:30,280,53,18,0,7.19,24,1.59,1.2,22.59,111.39,4,3,28.66,72
2,MD-3,Eshata,,"Ball movement, 8SG, 36x54, Set 5",09:55:20,09:57:50,09:41:00,10:25:45,00:02:30,315,58,1,0,0.44,0,1.2,2.4,19.98,125.93,3,6,33.51,84
2,MD-3,Eshata,,"LSG, 4SG + 1G, Set 1",10:04:43,10:07:45,09:41:00,10:25:45,00:03:01,412,73,7,0,2.33,7,0.66,0.99,21.8,136.08,2,3,31.42,95
2,MD-3,Eshata,,"LSG, 4SG + 1G, Set 2",10:09:15,10:12:15,09:41:00,10:25:45,00:03:00,379,54,11,0,3.81,9,1.33,1.67,24.38,126.4,4,5,20.62,62
2,MD-3,Eshata,,"LSG, 4SG + 1G, Set 3",10:13:45,10:16:45,09:41:00,10:25:45,00:03:00,451,101,37,0,12.17,50,2,1.67,24.73,150.39,6,5,35.43,106
